"name","group","id","Razão de dependência","Taxa de frequência bruta ao médio","Taxa de frequência bruta à pré-escola","Taxa de frequência bruta ao superior","Taxa de frequência líquida ao médio","Taxa de frequência líquida à pré-escola","Taxa de frequência líquida ao superior","% de 0 a 3 anos na escola","% de 4 a 5 anos na escola","% de 25 anos ou mais com superior completo","Renda per capita","Renda per capita , exceto renda nula","População total em domicílios particulares permanentes, exceto com renda nula","IDHM"
"SANTO INÁCIO","Paraná",412450,42.95,67.03,84.36,24.2,45.1,75.74,14.88,12.12,90.56,7.66,829.4,829.79,5245,0.739
"SÃO CARLOS DO IVAÍ","Paraná",412460,45.27,61.23,36.3,26.8,40.4,30.24,12.39,18.42,61.14,5.43,635.85,635.85,6295,0.682
"SÃO JERÔNIMO DA SERRA","Paraná",412470,53.51,65.79,31.03,15.43,39.76,27.51,7.33,7.9,55,5.82,393.81,412.26,10811,0.637
"SÃO JOÃO","Paraná",412480,45.59,79.15,54.14,35.57,53.12,50.18,26.21,28.85,83.53,9.05,605.55,608.19,10529,0.727
"SÃO JOÃO DO CAIUÁ","Paraná",412490,49.34,55.4,80.83,21,38.69,71.69,9.56,28.9,91.78,6.44,545.41,546.01,5876,0.664
"SÃO JOÃO DO IVAÍ","Paraná",412500,46.16,85.06,80.76,23.51,58.05,74.82,12.97,28.33,86.78,6.52,540.31,542.31,11354,0.693
"SÃO JOÃO DO TRIUNFO","Paraná",412510,48.63,52.4,41.6,11.12,35.06,35.2,4.02,7.89,52.2,3.37,471.43,481.1,13339,0.629
"SÃO JORGE D'OESTE","Paraná",412520,43.78,70.96,49.31,28.95,50.23,45.97,19.91,14.2,78.53,7.34,641.7,647.07,9001,0.722
"SÃO JORGE DO IVAÍ","Paraná",412530,45.86,72.54,94.77,33.45,48.2,74.49,20.04,43.08,98.06,8.35,738.42,738.42,5506,0.743
"SÃO JORGE DO PATROCÍNIO","Paraná",412535,43.59,66.02,74.01,20.82,55.43,53.53,11.04,44.21,87.74,5.29,630.8,630.8,6018,0.676
"SÃO JOSÉ DA BOA VISTA","Paraná",412540,50.4,66.4,61.33,26.34,48.17,59.51,13.57,17.91,65.54,4.23,458.85,460.59,6457,0.671
"SÃO JOSÉ DAS PALMEIRAS","Paraná",412545,46.36,91.93,91.8,22.13,63.09,73.25,9.56,27.49,85.47,6.23,570.26,571.17,3822,0.713
"SÃO JOSÉ DOS PINHAIS","Paraná",412550,42.42,70.42,49.15,31.62,45.17,39.25,12.75,24.01,73.5,10.37,846.93,847.08,263146,0.758
"SÃO MANOEL DO PARANÁ","Paraná",412555,45.39,97.79,56.21,33.58,66.31,46.17,14.64,67.18,94.65,5.56,710.62,710.62,2098,0.725
"SÃO MATEUS DO SUL","Paraná",412560,46.06,82.08,41.55,18.96,50.42,33.95,8.32,23.04,56.62,7.91,669.78,676.46,40765,0.719
"SÃO MIGUEL DO IGUAÇU","Paraná",412570,45.44,60.4,68.49,33.32,45.53,63.1,19.95,26.75,83.23,8.25,734.88,743.07,25367,0.704
"SÃO PEDRO DO IGUAÇU","Paraná",412575,47.96,75.74,75.77,18.08,49.69,64.94,10.77,20.89,86.27,4.45,573.84,577.78,6431,0.683
"SÃO PEDRO DO IVAÍ","Paraná",412580,43.91,58.1,44.19,22.77,37.38,34.37,14.49,31.01,68.92,6.97,632.22,632.22,10142,0.717
"SÃO PEDRO DO PARANÁ","Paraná",412590,47.4,67.08,75.69,27.89,54.65,69.4,8.33,33.69,91.32,5.87,544.76,547.8,2477,0.704
"SÃO SEBASTIÃO DA AMOREIRA","Paraná",412600,47.35,80.79,58.15,30.29,56.77,52.99,18.33,11.13,74.5,8.67,582.81,583.72,8565,0.715
"SÃO TOMÉ","Paraná",412610,42.87,81.77,57.45,28.21,56.8,55.29,10.46,17.84,84.77,8.09,651.78,652.83,5337,0.725
"SAPOPEMA","Paraná",412620,51.34,72.49,43.63,20.49,45.04,40.63,7.38,12.31,61.1,7.37,603.35,608.19,6643,0.655
"SARANDI","Paraná",412625,43.17,58.12,45.24,15.51,36.39,38.04,7.32,27.66,71.26,2.65,554.48,554.7,82696,0.695
"SAUDADE DO IGUAÇU","Paraná",412627,51.67,69.03,75.85,26.13,45.51,69.27,16.29,20.71,89.37,7.46,604.56,612.64,4959,0.699
"SENGÉS","Paraná",412630,51.8,74.73,37.78,7.74,47.73,34.88,5.41,3.08,44.18,4.4,479.7,483.76,18173,0.663
"SERRANÓPOLIS DO IGUAÇU","Paraná",412635,45.99,69.82,165.74,55.24,56.87,88.06,36.68,39.08,100,7.58,1012.88,1012.88,4564,0.762
"SERTANEJA","Paraná",412640,46.29,67.13,91.74,43.05,52.29,75.42,21.56,30.69,96.21,9.86,725.23,725.23,5808,0.725
"SERTANÓPOLIS","Paraná",412650,43.18,61.54,77.54,26.79,47.92,57.67,11.7,38.79,89.62,9.13,701.27,705.34,15481,0.723
"SIQUEIRA CAMPOS","Paraná",412660,44.84,59.05,23.6,23.56,46.42,23.6,11.49,15.63,64.05,6.49,655.16,655.34,18386,0.704
"SULINA","Paraná",412665,50.91,64.6,55.72,27.42,46.58,54.34,13.7,12.6,84.73,4.69,563.32,568.56,3360,0.693
"TAMARANA","Paraná",412667,53.1,31.37,39.5,12.09,17.17,37.86,4.5,18.08,50.18,4.28,398.24,408.04,11943,0.621
"TAMBOARA","Paraná",412670,43.07,74.33,66.92,18.99,55.96,60.17,12.09,27.65,85.04,4.58,546.32,546.91,4656,0.731
"TAPEJARA","Paraná",412680,45.2,78.15,63.43,21.17,55.29,56.87,9.64,18.94,83.8,5.03,599.13,600.01,14533,0.703
"TAPIRA","Paraná",412690,49.6,81.48,71.25,14.69,58.06,56.95,8.64,25.79,84.2,5.16,583.51,585.14,5790,0.697
"TEIXEIRA SOARES","Paraná",412700,51.29,67.57,18.52,17.19,47.02,18.52,9.83,7.71,50.06,4.95,536.39,538.45,10022,0.671
"TELÊMACO BORBA","Paraná",412710,48.2,73.4,71.6,24.67,48.3,63.82,10.02,17.97,77.93,8.32,732.78,733.15,69567,0.734
"TERRA BOA","Paraná",412720,44.36,74,93.38,20.87,57.7,78.43,14.15,26.93,92.36,5.28,653.34,653.5,15658,0.728
"TERRA RICA","Paraná",412730,47.49,73.31,37.47,22.36,49.13,33.35,13.86,14.46,73.57,5.34,614.23,614.44,15051,0.71
"TERRA ROXA","Paraná",412740,45.64,69.48,57.66,29.83,44.63,48.9,17.98,24.13,75.59,7.22,611.85,615.92,16521,0.714
"TIBAGI","Paraná",412750,55.98,53.32,31.11,11.2,37.89,26.82,4.91,8.33,54.68,4.58,543.05,547.7,19130,0.664
"TIJUCAS DO SUL","Paraná",412760,52.12,32.9,67.89,4.54,20.45,57.58,1.43,24.17,74.09,4.09,547.62,549.24,14323,0.636
"TOLEDO","Paraná",412770,39.44,79.63,86.79,43.6,53.11,68.24,23.57,32.96,92.07,13.48,876.72,877.01,118869,0.768
"TOMAZINA","Paraná",412780,45.47,97.68,26.47,18.93,71.41,23.81,13.28,14.9,47.88,5.67,489.45,494.88,8687,0.699
"TRÊS BARRAS DO PARANÁ","Paraná",412785,51.5,62.76,16.84,15.69,44.19,14.93,9.56,8.9,31.6,4.07,562.22,570.56,11618,0.681
"TUNAS DO PARANÁ","Paraná",412788,60.7,39.26,28.57,12.73,27.12,22.51,4.23,13.67,54.04,3.15,431.27,441.54,6089,0.611
"TUNEIRAS DO OESTE","Paraná",412790,46.9,85.19,48.5,14.56,52.58,40.26,7.38,21.57,83.18,5.45,493.46,494.9,8664,0.695
"TUPÃSSI","Paraná",412795,47.68,58.67,110.87,35.54,37.01,76.06,23.02,40.78,94.88,6.84,711.31,711.31,7994,0.73
"TURVO","Paraná",412796,51.18,59.96,50.48,19.01,35.67,44.22,9.06,9.81,69.71,4.34,512.21,517.14,13637,0.672
"UBIRATÃ","Paraná",412800,44.67,57.79,72.61,42.26,42.36,55.36,23.55,36.69,89.92,10.07,648.36,650.88,21317,0.739
"UMUARAMA","Paraná",412810,40.21,72.49,70.74,42.15,52.95,55.95,22.59,29.24,83.98,13.15,880.6,881.19,99832,0.761
"UNIÃO DA VITÓRIA","Paraná",412820,48.28,73.61,58.59,39.86,48.53,51.19,23.86,28.59,70.96,12.54,674.29,674.74,52456,0.74
"UNIFLOR","Paraná",412830,45.49,73.31,56.09,48.76,50.83,50.52,14.64,50.91,88.8,6.05,586.3,586.3,2466,0.72
"URAÍ","Paraná",412840,48.01,84.06,80.8,40.06,59.64,57.67,24.21,47.28,88.1,10.21,617.75,618.69,11414,0.721
"WENCESLAU BRAZ","Paraná",412850,49.61,71.49,22.02,25.7,51.55,17.37,11.77,12.79,38.18,6.41,594.42,596.54,19049,0.687
"VENTANIA","Paraná",412853,50.17,72.5,42.42,11.56,47.23,40.74,5.78,6.32,71.21,3.55,411.92,413,9908,0.65
"VERA CRUZ DO OESTE","Paraná",412855,49.72,80.69,44.78,25.39,44.65,42.51,13.62,4.06,65.9,5.49,632.91,642.63,8815,0.699
"VERÊ","Paraná",412860,43.21,83.48,87.37,29.08,58.33,71.79,23.71,21.4,97.73,5.81,661.18,662.55,7860,0.72
"ALTO PARAÍSO","Paraná",412862,48.98,63.8,77.66,18.21,44.75,76.45,9.14,8.39,82.21,5.28,540.24,549.88,3055,0.678
"DOUTOR ULYSSES","Paraná",412863,58.6,39.84,14.78,8.4,26.44,12.97,1.16,7.56,30.14,1.97,277.33,287.93,5516,0.546
"VIRMOND","Paraná",412865,48.44,85.35,67.71,24.25,60.21,67.71,11.12,16.82,73.17,5.2,655.2,672.95,3846,0.722
"VITORINO","Paraná",412870,47.96,45.54,55.94,31.64,30.76,49.99,17.35,20.45,81.7,8.42,742.97,750.41,6421,0.702
"XAMBRÊ","Paraná",412880,50.75,72.2,48.53,18.25,54.05,48.53,9.87,15.77,75.15,3.99,633.91,640.11,5952,0.706
"ABDON BATISTA","Santa Catarina",420005,44.66,67.47,57.89,23.52,55.12,57.89,16.54,8.4,83.22,6.22,485.35,485.35,2633,0.694
"ABELARDO LUZ","Santa Catarina",420010,51.45,74.42,71.75,23.86,48.37,53.9,12.59,9.79,64.63,7.23,562.88,578.57,16555,0.696
"AGROLÂNDIA","Santa Catarina",420020,43.78,66.84,67.95,16.01,51.37,61.38,9.86,36.61,80.89,4.88,739.1,740.2,9297,0.725
"AGRONÔMICA","Santa Catarina",420030,44.37,35.59,62.06,17.75,26.79,51.24,9.87,31.35,72.83,3.02,985.65,987.6,4860,0.741
"ÁGUA DOCE","Santa Catarina",420040,52.69,63.03,54.59,26.1,44.41,54.59,17.57,9.61,73.46,9.52,722.21,724.23,6920,0.698
"ÁGUAS DE CHAPECÓ","Santa Catarina",420050,41.76,71.36,86.91,17.85,48.41,76.34,10.12,20.56,80.04,4.53,673.13,679.73,5892,0.713
"ÁGUAS FRIAS","Santa Catarina",420055,44.29,91.32,64.04,44.23,65.17,64.04,32.19,25.36,79.32,6.32,743.13,743.13,2420,0.745
"ÁGUAS MORNAS","Santa Catarina",420060,41.57,73.2,48.64,19.58,52.69,48.64,11.24,26.1,66.15,4.82,754.54,755.96,5484,0.723
"ALFREDO WAGNER","Santa Catarina",420070,43.07,57.99,31.51,13.7,40.51,23.15,7.12,14.72,35.97,6.36,630.54,650.57,9100,0.668
"ALTO BELA VISTA","Santa Catarina",420075,47.1,68.77,126.97,22.5,53,85.1,15.18,32.29,100,6.85,770.49,780.77,1979,0.755
"ANCHIETA","Santa Catarina",420080,47.99,65.63,100.47,34.45,54.06,82.37,18.67,37.34,94.21,5.81,636.15,636.15,6361,0.699
"ANGELINA","Santa Catarina",420090,47.14,84.61,91.57,16.72,54.9,78.21,9.13,18.52,93.93,4.85,618.55,627.17,5111,0.687
"ANITA GARIBALDI","Santa Catarina",420100,51.08,55.52,50.73,23.07,42.14,47.22,13.01,31.22,81.28,8.69,506.94,511.33,8525,0.688
"ANITÁPOLIS","Santa Catarina",420110,47.57,38.6,47.59,20.89,29.52,42.71,12.32,38.4,80.36,5.35,620.8,624.62,3194,0.674
"ANTÔNIO CARLOS","Santa Catarina",420120,42.22,54.86,87.23,25.06,44.46,73.01,17.45,14.91,84.9,5.68,952.53,952.53,7430,0.749
"APIÚNA","Santa Catarina",420125,44.15,60.87,55.54,14.99,45.89,51.18,8.7,37,64.96,6.07,776.69,780.05,9522,0.708
"ARABUTÃ","Santa Catarina",420127,45.89,89.57,100.21,22.63,68.15,79.48,10.92,26.9,93.82,5.39,820.78,843.79,4070,0.733
"ARAQUARI","Santa Catarina",420130,49.11,63.61,46.34,14.26,46.02,44.49,5.89,20.41,64.73,4.47,609.76,611.36,24686,0.703
"ARARANGUÁ","Santa Catarina",420140,41.73,67.9,68.33,31.63,50.6,58.26,16.44,29.05,75.67,9.72,827.2,828.16,60722,0.76
"ARMAZÉM","Santa Catarina",420150,43.65,78.56,65.63,23.39,56.78,59.41,14.67,49.43,92.05,6.71,814.95,814.95,7735,0.77
"ARROIO TRINTA","Santa Catarina",420160,38.16,78.28,79.47,44.41,59.22,63.67,24.7,43.07,100,7.51,1029.14,1031.88,3483,0.764
"ARVOREDO","Santa Catarina",420165,42.46,60.86,79.37,32.96,47.1,68.87,19.48,11.82,77.4,4.39,675.6,684.02,2219,0.715
"ASCURRA","Santa Catarina",420170,40.08,63.03,57.5,21.43,53.89,48.03,13.06,53.07,77.05,5.89,793.09,793.09,7384,0.742
"ATALANTA","Santa Catarina",420180,42.12,78.53,75.92,15.2,62.01,71.69,8.77,39.18,89.37,5.39,781.32,782.53,3279,0.733
"AURORA","Santa Catarina",420190,44.91,110.01,89.36,30.27,58.84,69.61,15.91,42.19,90.72,4.29,841.85,850.79,5489,0.733
"BALNEÁRIO ARROIO DO SILVA","Santa Catarina",420195,45.73,61.07,51.74,23.5,42.97,47.4,10.88,34.43,58.72,9.9,866.42,866.42,9553,0.746
"BALNEÁRIO CAMBORIÚ","Santa Catarina",420200,34.68,71.61,73.61,55.61,50,62.94,30.29,44.64,88.79,25.66,1625.59,1625.59,107149,0.845
"BALNEÁRIO BARRA DO SUL","Santa Catarina",420205,50.91,49.71,79.28,22.05,36.57,62.82,11.82,21.73,80.64,7.56,676.33,676.63,8417,0.716
"BALNEÁRIO GAIVOTA","Santa Catarina",420207,49.33,65.84,43.43,23.06,45.81,41.83,12.48,31.38,63.44,7.16,768.73,769.34,8171,0.728
"BANDEIRANTE","Santa Catarina",420208,48.87,64.54,48.32,15.48,44.51,48.32,9.67,3.64,77.13,1.8,534.25,536.7,2887,0.672
"BARRA BONITA","Santa Catarina",420209,49.76,65.35,65.79,23.05,49.88,58.91,12.75,4.29,89.26,3.61,594.28,594.9,1870,0.701
"BARRA VELHA","Santa Catarina",420210,48.73,57.29,60.14,21.97,38.39,51.89,9.51,34.02,75.08,9.58,773.05,773.05,22307,0.738
"BELA VISTA DO TOLDO","Santa Catarina",420213,47.3,95.76,72.32,15.84,64.55,63.2,9.94,17.31,72.16,3.16,389.28,413.05,5638,0.675
"BELMONTE","Santa Catarina",420215,47.87,82.13,68.49,17.72,58.33,60.21,13.34,11.96,90.93,5.71,620.67,620.67,2613,0.705
"BENEDITO NOVO","Santa Catarina",420220,42.43,43.88,79.51,20.82,31.62,69.73,10.33,42.67,95.25,6.08,717.89,717.89,10313,0.74
"BIGUAÇU","Santa Catarina",420230,40.66,70.57,41.3,26.57,48.62,38.02,12.07,29.76,69.37,7.21,764.37,764.37,58014,0.739
"BLUMENAU","Santa Catarina",420240,35.53,67.52,53.26,46.44,47.83,45.11,22.86,50.02,78.31,15.49,1253.17,1253.3,306361,0.806
"BOCAINA DO SUL","Santa Catarina",420243,47.6,47.41,56.58,8.17,37.66,56.58,3.46,24.22,65.94,4.65,434.87,438.17,3255,0.647
"BOMBINHAS","Santa Catarina",420245,40.13,68.4,87.96,26.92,57.81,67.63,12.35,44.54,95.49,11.21,865.15,865.15,13975,0.781
"BOM JARDIM DA SERRA","Santa Catarina",420250,47.38,53.23,40.93,15.77,37.33,34.44,8.19,21.94,57.3,7.29,665.6,672.14,4325,0.696
"BOM JESUS","Santa Catarina",420253,44.92,51.67,73.44,18.66,42.52,72.24,8.03,24.36,81.85,8.18,798.97,802.28,2512,0.718
"BOM JESUS DO OESTE","Santa Catarina",420257,45.73,73.6,80.07,35.52,61.09,77.06,16.84,3.4,85.09,4.85,728.09,728.09,2130,0.712
"BOM RETIRO","Santa Catarina",420260,51.41,50.94,55.54,18.06,37.15,55.54,10.72,20.81,71.48,6.29,638.85,639.12,8874,0.699
"BOTUVERÁ","Santa Catarina",420270,36.71,44.61,73.16,15.36,37.09,70.15,12.54,1.39,70.15,3.45,805.77,806.31,4449,0.724
"BRAÇO DO NORTE","Santa Catarina",420280,40.74,68.64,64.53,29.92,54.6,59.18,18.21,51.03,87.15,9.58,831.77,831.77,28879,0.778
"BRAÇO DO TROMBUDO","Santa Catarina",420285,44.04,92.52,113.25,18.84,46.93,93.57,9.63,54.52,96.73,6.48,941.12,941.12,3371,0.78
"BRUNÓPOLIS","Santa Catarina",420287,50,73.13,49.65,22.91,47.82,49.65,12.39,12.17,71.21,3.81,446.48,455.04,2796,0.661
"BRUSQUE","Santa Catarina",420290,34.34,66.13,70.7,28.7,49.59,61.51,15.96,31.25,86.25,10.94,1116.93,1116.93,104887,0.795
"CAÇADOR","Santa Catarina",420300,46.25,59.98,57.32,32.07,42.57,50.48,15.32,18.12,69.2,9.82,744.28,747.12,70094,0.735
"CAIBI","Santa Catarina",420310,43.06,56.96,72.45,43.99,44.16,72.45,32.09,32.83,95.7,6.93,783.57,789.14,6110,0.728
"CALMON","Santa Catarina",420315,62.55,53.71,61.56,22.03,40.42,49.39,8.57,31.17,73.83,2.8,373.86,374.84,3378,0.622
"CAMBORIÚ","Santa Catarina",420320,43.92,58.63,53.54,16.84,38.74,50.07,8.92,33.57,74.69,5.62,781.76,781.76,62149,0.726
"CAPÃO ALTO","Santa Catarina",420325,50.85,46.89,54.78,10.92,32.85,54.78,6.36,28.24,58.81,4.53,550.84,560.34,2706,0.654
"CAMPO ALEGRE","Santa Catarina",420330,48.1,60.64,53.75,19,41.92,52.89,12.18,19.78,58.84,5.72,539.9,542.35,11630,0.714
"CAMPO BELO DO SUL","Santa Catarina",420340,49.93,59.11,43.06,17.46,35.7,43.06,5.75,14.99,58.23,3.63,450.29,451.9,7392,0.641
"CAMPO ERÊ","Santa Catarina",420350,52.33,63.9,64.18,27.83,48.5,60,14.55,27.91,83.33,7.51,631.08,634.01,9276,0.69
"CAMPOS NOVOS","Santa Catarina",420360,46.2,64.6,53.8,36.17,50.07,44.23,16.23,26.84,64.83,10.43,708.77,710.78,32504,0.742
"CANELINHA","Santa Catarina",420370,44.87,23.02,89.07,15.76,18.99,72.92,11.41,24,87.81,4.39,721.27,729.06,10471,0.697
"CANOINHAS","Santa Catarina",420380,44.95,79.96,63.35,33.35,54.56,57.33,17.25,20.42,69.93,10.68,692.87,694.71,52266,0.757
"CAPINZAL","Santa Catarina",420390,41.54,63.09,103.28,29.12,48.78,81.42,15.03,38.26,93.11,8.88,811.66,812.44,20628,0.752
"CAPIVARI DE BAIXO","Santa Catarina",420395,40.25,69.5,81.51,35.5,42.74,71.44,15.65,27.12,89.65,7.95,723.04,723.04,21618,0.767
"CATANDUVAS","Santa Catarina",420400,45.43,42.3,88.8,29.74,28.61,74.97,13.48,11.01,86.61,9.53,717.59,717.99,9512,0.714
"CAXAMBU DO SUL","Santa Catarina",420410,44.62,31.88,69.35,21.66,23.37,65.55,13.08,7.48,77.59,7.3,730.36,737.87,4366,0.691
"CELSO RAMOS","Santa Catarina",420415,45.08,94.26,83.08,31.79,70.12,74.04,22.37,35.51,88.7,6.48,458.62,459.42,2763,0.719
"CERRO NEGRO","Santa Catarina",420417,52.45,60.46,37.73,13.08,40.01,37.73,7.79,28.59,47.34,2.46,414.6,424.27,3492,0.621
"CHAPADÃO DO LAGEADO","Santa Catarina",420419,49.95,76.77,95.99,20.21,63.03,79.91,11.75,32.05,87.91,6.51,549.08,558.95,2706,0.704
"CHAPECÓ","Santa Catarina",420420,38.73,75.82,73.2,44.45,49.06,61.85,22.24,43.02,92.51,13.67,1017.34,1017.54,181670,0.79
"COCAL DO SUL","Santa Catarina",420425,33.83,57.99,98.62,35.44,45.22,80.78,20.33,29.54,92.33,8.09,833.24,833.24,15155,0.78
"CONCÓRDIA","Santa Catarina",420430,39.69,93.81,75.61,49.37,60.38,69.23,25.58,39.04,89.36,12.59,1009.49,1011.17,68171,0.8
"CORDILHEIRA ALTA","Santa Catarina",420435,35.5,73.75,107.57,15.46,52.47,78.47,11.56,36.51,89.97,5.5,773.44,773.44,3765,0.747
"CORONEL FREITAS","Santa Catarina",420440,40.73,81.53,91.78,27.63,56.24,80.19,18.02,29.86,94.69,5.96,759.01,759.41,10187,0.744
"CORONEL MARTINS","Santa Catarina",420445,46.57,79.06,84.81,31.87,59.76,75.61,11.61,8.52,75.61,4.58,543.22,556.57,2396,0.696
"CORUPÁ","Santa Catarina",420450,42.7,62.31,81.31,24.31,49.08,74.44,11.69,25.82,79.04,7.75,951.63,952.61,13793,0.78
"CORREIA PINTO","Santa Catarina",420455,46.84,74.27,66.37,21.29,48.68,62.23,12.53,35.83,78.03,5.97,628.18,629.94,14517,0.702
"CRICIÚMA","Santa Catarina",420460,36.87,68.25,67.67,43.38,50.33,56.12,22.51,42.16,88.03,15.46,1062.53,1062.71,190503,0.788
"CUNHA PORÃ","Santa Catarina",420470,41.52,92.89,74.38,36.25,72.9,74.38,20.98,47.93,81.51,5.8,821.86,821.86,10566,0.742
"CUNHATAÍ","Santa Catarina",420475,38.89,84.02,136.02,20.91,61.97,100,14.12,21.53,100,3.7,1009.05,1010.3,1868,0.754
"CURITIBANOS","Santa Catarina",420480,49.97,65.24,37.57,26.55,44.38,29.5,12.02,36.53,70.58,10.35,687.47,689.63,37343,0.721
"DESCANSO","Santa Catarina",420490,42.05,64.86,72.6,41.49,49,72.6,26.56,24.38,82.67,4.83,804.31,806.86,8589,0.743
"DIONÍSIO CERQUEIRA","Santa Catarina",420500,52.53,73.33,81.93,26.16,53.82,69.84,13.83,18.6,83.46,7.52,636.41,641.59,14634,0.706
"DONA EMMA","Santa Catarina",420510,47.8,56.67,99.09,17.87,39.26,71.68,11.9,35.48,86.68,4.91,918.49,921.36,3686,0.742
"DOUTOR PEDRINHO","Santa Catarina",420515,49.28,78.61,80.15,9.95,61.5,80.15,7.87,38.3,94.18,4.36,679.44,679.44,3598,0.716
"ENTRE RIOS","Santa Catarina",420517,61.05,58.33,53.72,17.9,42.8,52.13,9.18,26.86,76.08,3.67,423.63,425.54,3004,0.657
"ERMO","Santa Catarina",420519,45.39,73.73,55.2,24.13,61.38,51.44,16.46,4.44,72.45,4.89,655.45,655.45,2024,0.726
"ERVAL VELHO","Santa Catarina",420520,45.64,60.81,118.36,34.74,45.83,73.8,22.18,34.77,87.43,6.82,780.33,780.33,4345,0.723
"FAXINAL DOS GUEDES","Santa Catarina",420530,44.89,77.47,67.3,29.82,52.44,64.93,17.88,7.7,78.63,7.57,828.49,831.2,10619,0.758
"FLOR DO SERTÃO","Santa Catarina",420535,46.22,56.4,113.24,36.63,48.15,76.21,20.42,21.86,91.19,7.46,778.06,788.72,1563,0.708
"FLORIANÓPOLIS","Santa Catarina",420540,34.08,78.28,62.82,73.12,52.95,51.9,35.23,47.54,87.32,31.47,1798.12,1798.26,417546,0.847
"FORMOSA DO SUL","Santa Catarina",420543,46.87,59.62,60.24,24.02,42.61,60.24,14.87,6.48,93.98,6.06,744.5,744.5,2597,0.715
"FORQUILHINHA","Santa Catarina",420545,40.06,71.13,64.27,19.23,51.07,51.16,10.67,31.13,72.59,4.88,870.85,870.85,22503,0.753
"FRAIBURGO","Santa Catarina",420550,47.37,88.47,53.65,35.32,50.82,46.15,18.07,42.86,75.75,9.78,673.84,686.8,33830,0.731
"FREI ROGÉRIO","Santa Catarina",420555,49.13,70.19,49.14,21.18,57.73,49.14,7.7,11.27,63.98,7.63,498.33,498.82,2472,0.682
"GALVÃO","Santa Catarina",420560,48.06,78.92,65.02,20.79,46.3,62.79,13.5,23.71,78.21,6.94,638.12,638.82,3468,0.708
"GAROPABA","Santa Catarina",420570,41.45,66.43,75.58,25.14,45.22,68.19,12.89,14.84,86.58,11.69,784.88,786.4,17990,0.753
"GARUVA","Santa Catarina",420580,49.09,67.18,54.41,19.09,49.71,54.41,8.78,17.86,65.42,4.69,691.98,692.18,14645,0.725
"GASPAR","Santa Catarina",420590,37.21,55.36,44.53,24.05,38.07,40.87,14.25,34.56,63.17,8.92,964.36,964.36,57615,0.765
"GOVERNADOR CELSO RAMOS","Santa Catarina",420600,38.33,63.35,107.66,24.49,52.02,75.34,14.9,31.03,98.05,4.88,784.5,784.5,12973,0.747
"GRÃO PARÁ","Santa Catarina",420610,40.09,58.5,83.67,20.64,44.62,66.99,11,38.59,84.85,6.82,845.01,845.01,6215,0.736
"GRAVATAL","Santa Catarina",420620,42.16,75.56,70.5,26.33,55.47,57.46,16.54,57.15,86.73,9.09,730.8,732.05,10589,0.757
"GUABIRUBA","Santa Catarina",420630,35.78,54.48,91.28,18.19,44.04,75.67,12.18,28.86,87.09,4.26,851.75,851.75,18414,0.754
"GUARACIABA","Santa Catarina",420640,40.48,57.31,97.06,26.9,47.27,79.4,18.58,36.6,92.94,4.58,873.67,876.37,10391,0.751
"GUARAMIRIM","Santa Catarina",420650,39.61,51.15,61.26,15.96,35.71,53.13,8.64,29.11,74.66,7.23,842.24,844.36,35047,0.751
"GUARUJÁ DO SUL","Santa Catarina",420660,42.51,64.17,89.74,30.28,45.48,85.57,16.71,41.07,91.36,5.43,759.66,759.66,4892,0.73
"GUATAMBÚ","Santa Catarina",420665,44.47,62.72,86.68,23.72,48.31,74.4,13.22,8.97,88.51,4.85,687.32,688.18,4670,0.717
"HERVAL D'OESTE","Santa Catarina",420670,41.57,51.72,70.14,34.61,34.9,60.76,18.46,24.58,78.52,9.73,799.29,799.82,21150,0.758
"IBIAM","Santa Catarina",420675,40.29,82.75,91.67,20.59,61.01,69.49,10.48,11.83,80.34,7,786.22,786.22,1939,0.725
"IBICARÉ","Santa Catarina",420680,46.4,69.55,92.36,23.67,57.42,75.65,11.44,14.7,83.96,5.68,768.67,770.35,3363,0.708
"IBIRAMA","Santa Catarina",420690,44.44,54.96,57.53,23.38,41.83,45.95,14.71,48.79,80.57,8.37,844.25,844.25,17276,0.737
"IÇARA","Santa Catarina",420700,39.48,63.95,50.24,25.56,47.57,45.8,14.07,18.7,78.77,6.18,759.54,759.54,58666,0.741
"ILHOTA","Santa Catarina",420710,44.06,43.31,55.85,16.82,31.54,52.1,8.23,34.97,73.76,4.82,853.29,853.64,12340,0.738
"IMARUÍ","Santa Catarina",420720,51.05,52.2,101.9,19.91,39.83,76.22,9.33,30.99,93.86,4.01,516.73,522.68,11522,0.667
"IMBITUBA","Santa Catarina",420730,42.19,72.48,63.81,27.47,52.77,56.52,15.34,22.96,77.61,10.38,768.81,769.03,39703,0.765
"IMBUIA","Santa Catarina",420740,45.84,55.8,101.05,26.63,41.46,75.06,14.47,42.93,85.99,5.73,688.57,692.04,5614,0.713
"INDAIAL","Santa Catarina",420750,39.36,54.32,68.37,26.62,44.17,55.01,15.43,45.11,80.01,8.61,945.33,945.33,54716,0.777
"IOMERÊ","Santa Catarina",420757,45.03,93.64,106,35.98,76.52,92.33,26.6,25.96,98.05,6.76,873.9,873.9,2722,0.795
"IPIRA","Santa Catarina",420760,46.67,85.84,122.22,25.44,61.18,91.47,13.78,24.01,94.34,5.49,725.68,727.16,4712,0.736
"IPORÃ DO OESTE","Santa Catarina",420765,42.01,79.92,75.62,35.91,63.98,68.85,19.58,26.29,98.96,6.04,815.06,816.79,8376,0.759
