"name","group","id","Razão de dependência 2000","Taxa de frequência bruta ao superior 2000","Taxa de frequência líquida ao superior 2000","Taxa de frequência bruta ao superior","Taxa de frequência líquida ao superior","Renda per capita , exceto renda nula 2000","Renda per capita , exceto renda nula 2010","% Variação renda per capita exceto nula 2000-2010","Renda per capita 2000","Renda per capita 2010","% Variação renda per capita 2000-2010","IDHM 2000","IDHM","% de 25 anos ou mais com superior completo"
"Heliodora","Minas Gerais",312920,56.4,3.47,0.55,12.94,8.17,397.98,474.18,19.1466907884818,397.68,474,19.1913095956548,0.568,0.657,6.01
"Iapu","Minas Gerais",312930,60.26,1.74,0.67,15.24,7.14,258.42,432.13,67.2200294094884,256.07,427.85,67.0832194321865,0.521,0.654,4.31
"Ibertioga","Minas Gerais",312940,53.89,4.23,1.58,13.18,8.77,273,348.54,27.6703296703297,272.52,347.21,27.4071627770439,0.525,0.657,4.54
"Ibiá","Minas Gerais",312950,51.85,8.14,4.82,14.55,5.34,780.33,784.93,0.589494188356197,779.08,781.68,0.333726960004096,0.65,0.718,5.82
"Ibiaí","Minas Gerais",312960,76.64,3.08,0.98,9.72,5.21,183.67,276.8,50.7050688735232,177.01,269.24,52.1044008813062,0.498,0.614,4.08
"Ibiracatu","Minas Gerais",312965,81.45,2.06,0.36,6.36,2.15,156.85,232.93,48.5049410264584,110.95,225.72,103.442992338891,0.399,0.591,4.58
"Ibiraci","Minas Gerais",312970,56.07,4.44,3.37,16.38,11.79,488.9,609.71,24.7105747596646,484.09,609.71,25.9497200933711,0.591,0.706,6.91
"Ibirité","Minas Gerais",312980,55.41,1.17,0.55,13.61,5.61,308.27,525.74,70.5453011970026,306.87,525.64,71.2907745951054,0.562,0.704,2.9
"Ibitiúra de Minas","Minas Gerais",312990,48.96,5.52,4.61,26.44,18,501.71,480.76,-4.17571904088019,501.71,479.81,-4.36507145562177,0.615,0.674,5.27
"Ibituruna","Minas Gerais",313000,60.64,0,0,21.51,12.54,308.1,426.36,38.3836416747809,308.1,426.36,38.3836416747809,0.58,0.675,4.46
"Icaraí de Minas","Minas Gerais",313005,78.52,1.64,0.31,15.66,8.45,171.82,285.5,66.1622628331975,136.75,277.4,102.851919561243,0.46,0.624,4.45
"Igarapé","Minas Gerais",313010,57.44,4.18,2.27,22.98,8.95,405.32,574.18,41.6609098983519,399.8,570.58,42.7163581790896,0.573,0.698,5.42
"Igaratinga","Minas Gerais",313020,51.96,3.44,2.05,8.57,3.59,363.65,556.96,53.1582565653788,363.1,556.96,53.390250619664,0.554,0.651,3.19
"Iguatama","Minas Gerais",313030,49.83,12.21,8.35,23.83,19.28,507.95,604.9,19.0865242641992,505.85,604.59,19.5196204408421,0.639,0.707,9.1
"Ijaci","Minas Gerais",313040,51.84,4.15,3.09,18.25,10.44,325.5,495.95,52.3655913978495,324.97,495.95,52.6140874542265,0.579,0.714,5.51
"Ilicínea","Minas Gerais",313050,56.98,8.91,5.12,20.63,10.46,464.81,501.74,7.94518190228265,463.52,500.79,8.04064549534002,0.588,0.68,5
"Imbé de Minas","Minas Gerais",313055,64.56,1.43,1.43,5.52,2.67,259.21,292.46,12.8274372130705,253.71,281.68,11.0243979346498,0.448,0.553,3.36
"Inconfidentes","Minas Gerais",313060,46.48,8.04,3.43,29.51,15.9,511.3,583.02,14.0269900254254,511.3,579.13,13.2661842362605,0.566,0.692,6.77
"Indaiabira","Minas Gerais",313065,73.72,0.85,0.42,15.16,11.08,159.61,292.78,83.4346218908589,146.2,286.93,96.2585499316006,0.402,0.61,3.25
"Indianópolis","Minas Gerais",313070,57.33,8.47,5.02,15.46,8.08,497.73,500.08,0.47214353163361,497.73,499.36,0.32748679002672,0.573,0.674,4.96
"Ingaí","Minas Gerais",313080,51.89,11.91,7.86,16.03,10.47,532.57,602.08,13.0518053964737,532.57,602.08,13.0518053964737,0.615,0.697,6.94
"Inhapim","Minas Gerais",313090,58.21,6.77,4.51,15.11,9.8,317.56,445.21,40.197128101776,297.21,434.81,46.2972309141684,0.546,0.658,6.01
"Inhaúma","Minas Gerais",313100,56.05,2.61,2.61,17.13,11.4,313.07,478.04,52.6942856230236,312.32,477.55,52.9040727459016,0.573,0.702,3.67
"Inimutaba","Minas Gerais",313110,61.26,5.33,3.28,11.57,5.23,227.71,391,71.7096306705898,224.81,389.93,73.448690004893,0.53,0.664,3.41
"Ipaba","Minas Gerais",313115,64.9,1.69,0,11.25,4.05,238.99,405.85,69.8188208711662,238.72,403.9,69.1940348525469,0.514,0.665,2.88
"Ipanema","Minas Gerais",313120,56.13,4.05,2.56,17.08,8.93,351.68,522.23,48.4957916287534,345.86,518.1,49.8004973110507,0.571,0.693,5.84
"Ipatinga","Minas Gerais",313130,45.7,12.07,6.87,40.75,19.68,613.55,863.22,40.6926900823079,613.05,862.91,40.7568713808009,0.684,0.771,11.35
"Ipiaçu","Minas Gerais",313140,51.64,9.09,5.73,31.73,17.43,516.97,550.98,6.57871830086852,516.97,550.98,6.57871830086852,0.625,0.696,4.37
"Ipuiúna","Minas Gerais",313150,46.37,6.6,5.01,18.89,14.58,677.8,721.01,6.3750368840366,673.7,719.24,6.75968531987531,0.601,0.686,6.17
"Iraí de Minas","Minas Gerais",313160,48.58,6.36,4.65,22.52,15.39,434.91,643.54,47.970844542549,434.64,642.98,47.9339223265231,0.608,0.695,6.79
"Itabira","Minas Gerais",313170,49.79,10.35,5.76,29.43,11.71,523.83,745.21,42.2618024931753,522.41,744.61,42.5336421584579,0.649,0.756,9.77
"Itabirinha","Minas Gerais",313180,56.77,2.03,0.81,14.62,5.04,322.66,392.21,21.5551974214343,304.34,390.33,28.2545836892949,0.544,0.653,3.86
"Itabirito","Minas Gerais",313190,49.9,8.51,4.31,34.84,13.94,501.51,784.55,56.4375585731092,500.41,784.55,56.7814392198397,0.629,0.73,9.42
"Itacambira","Minas Gerais",313200,62.32,0.6,0,15.52,8.5,152.38,290.25,90.4777529859562,112.54,277.92,146.952194775191,0.438,0.628,5.76
"Itacarambi","Minas Gerais",313210,77.33,7.58,4.88,15.83,7.03,208.01,325.24,56.3578674102207,201.66,321.22,59.2879103441436,0.511,0.641,8.06
"Itaguara","Minas Gerais",313220,50.15,6.85,5.46,28.69,15.67,420.51,613.58,45.9132957599106,418.14,610.65,46.039603960396,0.572,0.691,7.19
"Itaipé","Minas Gerais",313230,78.62,3.58,1.53,13.85,7.26,231.5,288.2,24.4924406047516,204.43,277.8,35.8900357090447,0.414,0.552,4.27
"Itajubá","Minas Gerais",313240,51.48,23.07,14.68,46.25,25.89,695.71,948.41,36.3226056834026,694.02,948.2,36.6243047750785,0.691,0.787,16.04
"Itamarandiba","Minas Gerais",313250,72.8,1.88,1.31,16.48,5.26,244.06,377.36,54.6177169548472,215.21,374.21,73.8813252172297,0.475,0.646,4.5
"Itamarati de Minas","Minas Gerais",313260,57.04,0.93,0.93,24.84,17.15,410.13,540.7,31.8362470436203,410.13,540.7,31.8362470436203,0.584,0.688,6.07
"Itambacuri","Minas Gerais",313270,72.76,6.44,4.09,16.5,10.07,317.4,377.64,18.9792060491493,305.78,370.48,21.1590032049186,0.503,0.634,6.11
"Itambé do Mato Dentro","Minas Gerais",313280,60.37,5.23,1.07,4.15,4.15,206.54,346.2,67.6188631742036,204.82,345.17,68.5235816814764,0.441,0.634,3.75
"Itamogi","Minas Gerais",313290,54.53,9.72,6.55,17.34,12.86,461.22,502.76,9.00654785135076,458.46,502.2,9.54063604240283,0.595,0.674,5.31
"Itamonte","Minas Gerais",313300,52.22,6.75,4.35,21.9,10.69,470.57,605.61,28.6971120130905,467.18,604.91,29.481142172182,0.623,0.705,8.71
"Itanhandu","Minas Gerais",313310,48.6,7.58,4.77,21.64,9.25,596.74,706.47,18.3882427858029,595.94,706.47,18.5471691781052,0.67,0.739,9.99
"Itanhomi","Minas Gerais",313320,61.6,7.57,4.31,19.81,11,279.23,483.89,73.294416789027,265.92,474.77,78.5386582430806,0.531,0.65,5.49
"Itaobim","Minas Gerais",313330,66.79,3.52,2.32,15.21,8.38,259.49,364.87,40.6104281475201,245.78,362.88,47.6442346814224,0.542,0.629,5.36
"Itapagipe","Minas Gerais",313340,47.59,9.92,7.91,32.95,17.51,477.59,751.45,57.3420716514165,477.14,741.95,55.4994341283481,0.626,0.723,7.45
"Itapecerica","Minas Gerais",313350,53.19,4.54,2.72,19.08,13.71,451.95,597.26,32.1517867020688,444.54,594.71,33.7809870877761,0.625,0.713,7.04
"Itapeva","Minas Gerais",313360,50.13,2.51,2.12,29.01,16.31,422.96,622.47,47.1699451484774,419.31,620.04,47.8715031838019,0.554,0.72,4.94
"Itatiaiuçu","Minas Gerais",313370,55.48,2.82,0.93,20.92,9,335.96,490.54,46.0114299321348,328.8,490.54,49.19099756691,0.528,0.677,2.89
"Itaú de Minas","Minas Gerais",313375,48.64,11.61,7.6,25.27,16.65,515.59,913.39,77.1543280513586,515.44,913.39,77.2058823529412,0.656,0.776,8.67
"Itaúna","Minas Gerais",313380,47.89,12.5,6.94,36.81,20.09,621.3,847.83,36.4606470304201,620.85,847.74,36.5450591930418,0.685,0.758,11.36
"Itaverava","Minas Gerais",313390,61.76,0.83,0.83,9.24,5.36,178.06,366.9,106.054139054251,161.53,363.06,124.763201882003,0.422,0.627,1.95
"Itinga","Minas Gerais",313400,73.24,1.15,0.87,9.06,5.08,152.52,267.72,75.5310778914241,125.35,260,107.419226166733,0.44,0.6,5.1
"Itueta","Minas Gerais",313410,53.79,3.38,1.31,12.74,6.18,296.23,438.45,48.0099922357627,289.33,429.77,48.5397297203885,0.549,0.635,2.88
"Ituiutaba","Minas Gerais",313420,48.8,18.35,11.71,35.27,19.18,606.95,825.17,35.9535381827168,605.26,824.46,36.2158411261276,0.653,0.739,10.3
"Itumirim","Minas Gerais",313430,53.74,5.28,5.28,18.99,12.23,388.03,534.36,37.7110017266706,387.36,533.39,37.6987814952499,0.628,0.726,4.36
"Iturama","Minas Gerais",313440,49.99,18.31,9.66,35.3,19.26,670.15,756.34,12.8612997090204,667.49,753.23,12.8451362567229,0.669,0.747,10.03
"Itutinga","Minas Gerais",313450,52.88,5.16,3.4,12.63,6.06,385.52,636.7,65.1535588296327,372.61,634.33,70.2396607713159,0.615,0.727,6.38
"Jaboticatubas","Minas Gerais",313460,59.45,3.54,1.66,25.05,12.11,383.04,609.76,59.1896407685881,376.1,602.48,60.1914384472215,0.524,0.681,6.44
"Jacinto","Minas Gerais",313470,63.45,1.3,0.26,12.32,4.74,192.99,330.3,71.1487641846728,182.59,325.42,78.2244372638151,0.471,0.62,4.32
"Jacuí","Minas Gerais",313480,53.59,4.89,3.33,25.85,14.06,390.46,561.7,43.8559647595144,384.64,558.14,45.1071131447587,0.556,0.668,4.5
"Jacutinga","Minas Gerais",313490,52.02,6.53,5.19,17.51,12.85,739.53,717.79,-2.93970494773708,734.54,717.25,-2.35385411277806,0.632,0.715,8.56
"Jaguaraçu","Minas Gerais",313500,52.76,3.01,2.15,10.01,7.23,278.24,508.65,82.8098044853364,276.51,508.65,83.953564066399,0.561,0.679,3.05
"Jaíba","Minas Gerais",313505,70.41,2.92,1.49,12.47,5.94,236.57,381.14,61.1108762734074,232.36,376.73,62.1320364950938,0.467,0.638,4.35
"Jampruca","Minas Gerais",313507,72.56,0,0,12.9,6.55,196.74,350.71,78.260648571719,192.32,344.6,79.1805324459235,0.469,0.609,3.49
"Janaúba","Minas Gerais",313510,62.41,4.91,3.31,25.69,13.29,308.84,469.61,52.0560808185468,304.07,468.29,54.0073009504391,0.58,0.696,8.27
"Januária","Minas Gerais",313520,73.29,7.18,3.12,21.09,9.26,268.6,373.45,39.0357408786299,234.92,359.19,52.8988591861059,0.541,0.658,8.54
"Japaraíba","Minas Gerais",313530,51.73,8.95,5.48,18.84,12.35,400.44,541.09,35.1238637498751,399.35,541.09,35.4926755978465,0.644,0.721,6.94
"Japonvar","Minas Gerais",313535,77.63,1.44,0,12.79,3.87,132.74,259.14,95.2237456682236,111.23,254.77,129.047918726962,0.424,0.608,2.98
"Jeceaba","Minas Gerais",313540,49.04,3.33,2.04,3.94,1.27,296.88,414.78,39.7130153597413,293.52,401.99,36.9548923412374,0.534,0.661,4.65
"Jenipapo de Minas","Minas Gerais",313545,79.18,0.86,0.39,10.03,5.08,189.45,311.19,64.2596991290578,184.06,309.77,68.2983809627295,0.445,0.624,5.34
"Jequeri","Minas Gerais",313550,61.48,2.55,1.72,17.25,8.32,213.45,356.24,66.8962286249707,210.87,348.73,65.3767724190259,0.469,0.601,4.15
"Jequitaí","Minas Gerais",313560,69.54,5.49,2.84,8.45,4.3,228.38,351.41,53.8707417462125,213.76,345.53,61.6438997005988,0.515,0.643,5.62
"Jequitibá","Minas Gerais",313570,62.87,2.24,0,6.15,5.25,321.67,1020.99,217.402928467062,317.08,1007.03,217.594928724612,0.494,0.689,4.44
"Jequitinhonha","Minas Gerais",313580,64.16,1.25,0,9.79,3.31,257.02,380.18,47.9184499260758,248.66,376.03,51.2225528834553,0.513,0.615,6.22
"Jesuânia","Minas Gerais",313590,55.28,4.74,2.67,11.01,5.78,393.91,535.21,35.8711380772258,391.45,533.26,36.2268488951335,0.59,0.658,5.15
"Joaíma","Minas Gerais",313600,72.92,4.87,0.83,7.32,3.48,242.22,285.27,17.7730988357691,238.07,281.18,18.1081194606628,0.442,0.587,5.33
"Joanésia","Minas Gerais",313610,58.6,6.29,1.71,10.05,6.24,244.67,379.14,54.9597416928925,238.82,369.24,54.6101666527092,0.481,0.626,3.23
"João Monlevade","Minas Gerais",313620,47.01,12.4,7.35,32.67,17.75,477.18,724.59,51.8483591097699,476.85,724.4,51.9135996644647,0.672,0.758,9.92
"João Pinheiro","Minas Gerais",313630,59.62,6.4,2.82,27.94,15.77,390.18,569.56,45.9736531857091,387.79,562.24,44.9856881301735,0.581,0.697,6.28
"Joaquim Felício","Minas Gerais",313640,64.28,4.39,0.98,5.1,3.34,297.66,434.94,46.119733924612,287.41,433.58,50.8576597891514,0.525,0.637,4.01
"Jordânia","Minas Gerais",313650,70.38,1.88,0.98,19.16,10,214.28,363.11,69.4558521560575,207.04,362.77,75.2173493044822,0.479,0.628,5.8
"José Gonçalves de Minas","Minas Gerais",313652,82.87,1.53,0,8.65,3.26,219.8,334.78,52.3111919927206,212.9,328.27,54.1897604509159,0.463,0.632,4.9
"José Raydan","Minas Gerais",313655,69.63,2.45,2.45,11.36,2.6,203.53,330.39,62.3298776593131,185.25,327.01,76.5236167341431,0.445,0.617,3.51
"Josenópolis","Minas Gerais",313657,89.27,1.06,0,7.73,3.28,177.56,236.18,33.0141923856725,146.69,232.47,58.4770604676529,0.384,0.564,3.66
"Nova União","Minas Gerais",313660,56.35,1.92,0.64,16.36,6.64,336.87,394.99,17.2529462403895,330.45,387.68,17.3188076864881,0.551,0.662,4.03
"Juatuba","Minas Gerais",313665,56.73,5.47,2.75,14.3,5.36,382.96,518.17,35.3065594317944,377.22,517.18,37.1030168071682,0.614,0.717,6.18
"Juiz de Fora","Minas Gerais",313670,46.57,21.83,13.46,44.88,25.28,829.26,1051.44,26.7925620432675,828.93,1050.88,26.7754816450123,0.703,0.778,17.4
"Juramento","Minas Gerais",313680,61.87,0.9,0.9,6.05,2.8,201.71,342.15,69.6247087402707,197,335.93,70.5228426395939,0.535,0.669,2.75
"Juruaia","Minas Gerais",313690,57.18,4.06,2.45,15.87,9.8,478.26,1122.1,134.621335675156,476.75,1122.1,135.364446775039,0.576,0.723,4.96
"Juvenília","Minas Gerais",313695,74.55,1.01,0.14,12.36,5.62,143.05,229.66,60.5452638937434,135.67,223.32,64.6052922532616,0.455,0.592,5.44
"Ladainha","Minas Gerais",313700,80.09,0.72,0.12,8.74,2.71,142.3,238.83,67.8355586788475,141.01,226.72,60.7829231969364,0.395,0.541,3.32
"Lagamar","Minas Gerais",313710,47.59,8.7,4.2,35.3,15.62,366.24,599.38,63.6577107907383,360.19,592.95,64.6214497903884,0.61,0.718,5
"Lagoa da Prata","Minas Gerais",313720,51.07,5.8,4.62,21.88,14.44,496.47,707.15,42.435595302838,496.47,707.01,42.4073962172941,0.623,0.732,8.16
"Lagoa dos Patos","Minas Gerais",313730,67.44,1.1,0.62,7.07,4.8,171.84,323.99,88.5416666666667,168.26,321.11,90.841554736717,0.487,0.634,4.87
"Lagoa Dourada","Minas Gerais",313740,53.6,4.32,2.97,24.61,12.54,315.95,523.45,65.6749485678114,308.16,522.62,69.593717549325,0.527,0.676,4.1
"Lagoa Formosa","Minas Gerais",313750,49.2,3.08,2.67,19.29,14.3,413.94,696.45,68.249021597333,411.91,693.25,68.3013279599913,0.59,0.703,4.42
"Lagoa Grande","Minas Gerais",313753,53.92,4.32,2.41,19.49,10.68,378.06,544.16,43.9348251600275,375.81,543.58,44.642239429499,0.571,0.679,5.89
"Lagoa Santa","Minas Gerais",313760,51.6,6.27,3.01,32.39,14.53,584.91,1090.39,86.4201330119164,582.75,1089.96,87.0373230373231,0.656,0.777,14.42
"Lajinha","Minas Gerais",313770,60.46,4.64,2.91,15.39,9.34,355.79,495.33,39.219764467804,342.75,482.87,40.8811086797958,0.525,0.661,5.69
"Lambari","Minas Gerais",313780,52.45,3.67,2.11,22.18,10.53,550.04,598.24,8.76299905461422,549.71,597.16,8.63182405268231,0.627,0.711,8.87
"Lamim","Minas Gerais",313790,55.55,1.95,0,28.02,16.54,219.97,388.04,76.4058735282084,219.63,386.1,75.7956563311023,0.496,0.655,4.22
"Laranjal","Minas Gerais",313800,48.22,11.42,7.58,28.41,19.06,402.77,602.09,49.4873004444224,402.77,601.49,49.33833205055,0.615,0.714,6.64
"Lassance","Minas Gerais",313810,68.4,3.45,1.95,12.09,3.41,227.15,369.59,62.7074620294959,210.36,364.3,73.1793116562084,0.497,0.629,2.97
"Lavras","Minas Gerais",313820,49.18,22.3,13.12,43.36,22.13,683.98,890.46,30.1880171934852,683.03,889.65,30.2505014421036,0.678,0.782,16.49
"Leandro Ferreira","Minas Gerais",313830,56.88,6.21,3.93,17.21,12.25,386.15,650.55,68.470801502007,385.81,649.92,68.4559757393536,0.57,0.71,6.27
"Leme do Prado","Minas Gerais",313835,69.68,5.89,4.91,27.93,15.38,248.59,340.34,36.908162033871,240.52,338.71,40.8240478962248,0.511,0.67,7.68
"Leopoldina","Minas Gerais",313840,51.53,9.31,5.78,23.15,14.45,484.23,611.65,26.313941721909,482.84,609.5,26.2322922707315,0.627,0.726,8.48
"Liberdade","Minas Gerais",313850,51.03,4.76,3.27,12.08,9.76,340.86,548.14,60.8108901015079,334.14,546.79,63.6409888070868,0.561,0.672,6.93
"Lima Duarte","Minas Gerais",313860,52.91,3.91,3.13,17.61,9.91,366.19,645.62,76.30738141402,365.97,645.22,76.304068639506,0.584,0.71,6.87
"Limeira do Oeste","Minas Gerais",313862,51.86,7.85,5.37,24.77,11.47,388.18,623.18,60.5389252408676,375.62,595.92,58.6496991640488,0.586,0.71,7.72
"Lontra","Minas Gerais",313865,69.83,3.74,1.75,23.92,11.03,172.9,317.19,83.4528629265471,152,312.77,105.769736842105,0.48,0.646,7.46
"Luisburgo","Minas Gerais",313867,61.88,1.09,0,14.44,5.75,387.39,373.28,-3.64232427269677,374.93,355.95,-5.06227829194784,0.432,0.608,2.72
"Luislândia","Minas Gerais",313868,73.99,0.39,0.39,11.27,6.1,147.59,279.69,89.5047089911241,146.52,273.73,86.8209118209118,0.428,0.614,2.79
"Luminárias","Minas Gerais",313870,51.14,3.77,1.42,21.19,15.98,531.79,474.59,-10.7561255382764,529.37,474.29,-10.4048208247539,0.594,0.678,6.4
"Luz","Minas Gerais",313880,51.47,17.82,11.14,26.35,15.34,749.92,721.85,-3.74306592703221,746.8,720.88,-3.47080878414568,0.662,0.724,10.45
"Machacalis","Minas Gerais",313890,63.1,2.7,1.86,11.16,6.94,183.66,351.45,91.359032995753,183.21,350.63,91.3814748103269,0.475,0.64,4.17
"Machado","Minas Gerais",313900,53.22,12.81,9.68,28.97,18.67,623.81,701.58,12.4669370481397,622.75,701.58,12.6583701324769,0.63,0.715,10.67
"Madre de Deus de Minas","Minas Gerais",313910,54.96,5.04,2.37,12.55,5.87,300.28,509.83,69.7848674570401,294.97,508.21,72.2920975014408,0.594,0.699,7.58
"Malacacheta","Minas Gerais",313920,74.05,3.05,0.39,11.64,6.8,259.7,357.1,37.5048132460532,242.25,353.28,45.8328173374613,0.482,0.618,5.73
"Mamonas","Minas Gerais",313925,58.03,0,0,8.73,6.93,193.31,272.21,40.8152708085459,180.75,269.87,49.3056708160443,0.44,0.618,1.36
"Manga","Minas Gerais",313930,76.93,2.3,1.17,10.96,6.14,338.46,396.76,17.2250782958104,320.28,387.71,21.0534532284251,0.493,0.642,5.03
"Manhuaçu","Minas Gerais",313940,55.92,5.85,3.54,19.26,8.65,561.19,596.71,6.32940715265774,545.15,592.99,8.77556635788316,0.61,0.689,7.01
"Manhumirim","Minas Gerais",313950,58.55,5.63,3.28,24.94,16.47,413.99,547.68,32.2930505567767,408.83,547.24,33.8551476163687,0.571,0.697,7.57
"Mantena","Minas Gerais",313960,54.38,6.13,3.88,20.85,10.49,492.93,514.91,4.45905098086949,482.88,505.08,4.59741550695825,0.57,0.675,6.29
"Maravilhas","Minas Gerais",313970,56.19,3.08,2.17,16.78,10.08,313.37,447.73,42.8758336790376,308.56,442.51,43.4113300492611,0.561,0.672,6.1
"Mar de Espanha","Minas Gerais",313980,55.16,4.8,3.48,15.63,11.6,461.54,599.15,29.8154006153313,459.37,598.93,30.3807388379737,0.616,0.684,6.98
"Maria da Fé","Minas Gerais",313990,57.54,7.76,5.68,19.08,12.55,383.39,447.76,16.78969195858,379.9,445.11,17.1650434324822,0.572,0.702,6.06
"Mariana","Minas Gerais",314000,55.63,9.08,3.64,35.07,13.59,429.95,645.46,50.1244330736132,424.84,641.84,51.0780529140382,0.62,0.742,11.82
"Marilac","Minas Gerais",314010,75.83,0.5,0.5,9.01,4.69,221.55,357.12,61.1916046039269,213.32,354.33,66.1025689105569,0.465,0.615,2.34
"Mário Campos","Minas Gerais",314015,59.98,1.05,0.55,11.45,6.02,332.05,551.93,66.2189429302816,332.05,551.93,66.2189429302816,0.545,0.699,3.19
"Maripá de Minas","Minas Gerais",314020,50.73,1.46,1.46,16.46,14.24,501.62,510.92,1.85399306247757,499.84,510.92,2.21670934699105,0.567,0.68,4.99
"Marliéria","Minas Gerais",314030,58.71,7.95,5.57,7.63,1.46,328.29,403.7,22.9705443358007,325.29,401.74,23.5021058132743,0.554,0.657,3.86
"Marmelópolis","Minas Gerais",314040,60.09,3.76,3.76,14.28,6.99,287.19,369.1,28.5211880636512,284.93,367.73,29.0597690660864,0.523,0.65,4.42
"Martinho Campos","Minas Gerais",314050,57.64,3.81,1.88,18.38,9.03,454.28,580,27.6745619441754,450.04,579.07,28.6707848191272,0.585,0.669,6.48
"Martins Soares","Minas Gerais",314053,59.87,1.87,1.87,9.13,5.4,350.28,379.44,8.32476875642344,350.28,376.88,7.59392486011192,0.539,0.635,2.44
"Mata Verde","Minas Gerais",314055,69.13,1.15,0,11.66,3.89,226.53,300.53,32.6667549551936,224.51,298.19,32.818137276736,0.44,0.581,4.16
"Materlândia","Minas Gerais",314060,72.21,0.78,0,5.55,2.08,175.62,260.35,48.2462134153286,167.97,255.52,52.1224028100256,0.461,0.597,4.94
"Mateus Leme","Minas Gerais",314070,53.71,5.94,4.07,15.09,7.96,434.89,584.15,34.3213226333096,431,579.23,34.3921113689095,0.605,0.704,7.15
"Matias Barbosa","Minas Gerais",314080,49.15,6.38,4.23,29.97,15,449.19,634.07,41.158529798081,448.92,633.76,41.1743740532834,0.628,0.72,7.82
"Matias Cardoso","Minas Gerais",314085,86.74,2.61,1.19,9.17,3.29,149.05,313.19,110.124119423012,127.67,303,137.33061799953,0.429,0.616,3.87
"Matipó","Minas Gerais",314090,63.78,4.35,2.22,20.11,12.9,338.11,404.14,19.5291473189199,337.41,403.48,19.5815180344388,0.503,0.631,5.04
"Mato Verde","Minas Gerais",314100,59.76,7.46,3.78,18.92,12.99,233.29,345.52,48.1075056796262,217.64,343.76,57.94890645102,0.505,0.662,5.62
"Matozinhos","Minas Gerais",314110,52.34,5.25,3.32,23.77,8.56,465.06,584.15,25.6074485012686,464.35,584.15,25.7995046839668,0.647,0.731,5.59
"Matutina","Minas Gerais",314120,48.53,3.31,2.78,21.11,14.73,469.88,823.59,75.2766663829063,469.88,820.03,74.5190261343322,0.585,0.707,4.49
"Medeiros","Minas Gerais",314130,49.43,4.62,3.78,27.12,16.01,628.23,715.52,13.8945927446954,628.23,715.52,13.8945927446954,0.611,0.711,6.07
"Medina","Minas Gerais",314140,66.64,0.79,0,19.93,8.2,193.61,395.58,104.317958783121,184.74,388.82,110.468766915665,0.477,0.624,5.6
"Mendes Pimentel","Minas Gerais",314150,57.9,4.3,1.58,9.26,6.48,266.64,374.05,40.2827782778278,243.56,372.96,53.1285925439317,0.448,0.626,4.94
"Mercês","Minas Gerais",314160,57.5,8.12,4.78,18.27,8.66,309.57,566.27,82.9214717188358,306.28,561.75,83.4106046754604,0.529,0.664,6.7
"Mesquita","Minas Gerais",314170,58.5,1.96,1.11,18.55,12.02,316.36,429.56,35.7820204829941,299.61,424.12,41.5573578986015,0.528,0.656,3.51
"Minas Novas","Minas Gerais",314180,79.11,2.49,0.84,13.2,6.67,173.38,344,98.4081208905295,163.73,334.06,104.031026690283,0.421,0.633,6.14
"Minduri","Minas Gerais",314190,57,8.11,3.67,14.86,8.33,395.71,406.03,2.60797048343484,394.44,404.95,2.66453706520637,0.589,0.658,5.76
"Mirabela","Minas Gerais",314200,69.69,1.65,0.6,16.99,8.32,207.39,327.79,58.0548724625103,203.28,326.06,60.3994490358127,0.515,0.665,4.74
"Miradouro","Minas Gerais",314210,58.58,6.73,5.22,18.47,9.86,319.25,462.11,44.7486296006265,308.44,443.39,43.7524315912333,0.525,0.663,5.97
"Miraí","Minas Gerais",314220,57.76,6.37,3.54,13.67,10.35,380.65,494.1,29.8042821489557,380.65,493.91,29.7543675292263,0.528,0.68,5.82
"Miravânia","Minas Gerais",314225,79.85,6.12,3.3,3.31,0.53,185.2,240.19,29.6922246220302,127.08,235.64,85.4265029902424,0.453,0.593,5.55
"Moeda","Minas Gerais",314230,56.7,2.77,2.24,9.34,5.23,333.93,479.64,43.6348935405624,325.95,477.77,46.5776959656389,0.525,0.638,3.26
"Moema","Minas Gerais",314240,48.7,11.96,8.48,23.57,14.24,584.98,634.38,8.44473315327019,584.02,634.04,8.56477517893222,0.645,0.721,10.45
"Monjolos","Minas Gerais",314250,62.92,3.28,3.28,10.42,2.62,392.48,361.69,-7.84498573175704,382.73,360.58,-5.78736968620177,0.551,0.65,7.21
"Monsenhor Paulo","Minas Gerais",314260,51.24,10.42,7.55,20.08,9.01,490.72,557.71,13.6513694163678,489.44,555.78,13.5542661000327,0.633,0.721,7.57
"Montalvânia","Minas Gerais",314270,70.86,2.99,1.58,10.1,5.38,301.98,312.59,3.51347771375586,260.08,305.88,17.6099661642572,0.5,0.613,5.08
"Monte Alegre de Minas","Minas Gerais",314280,52.67,4.66,1.79,22.1,12.02,449.32,621.06,38.2222024392415,445.54,619.1,38.9549759841989,0.596,0.674,5.62
"Monte Azul","Minas Gerais",314290,61.45,3.63,2.04,13.94,7.65,189.23,362.39,91.5076890556466,176.8,358.13,102.56221719457,0.505,0.659,4.88
"Monte Belo","Minas Gerais",314300,53.73,8.98,6.03,18.24,12.96,421.8,551.56,30.7633949739213,419.3,539.84,28.7479131886478,0.56,0.688,6.05
"Monte Carmelo","Minas Gerais",314310,48.4,8.6,4.79,30.02,18.94,514.65,689.59,33.9920334207714,514.01,689.45,34.1316316803175,0.603,0.728,8.61
