"name","group","id","Razão de dependência 2000","Taxa de frequência bruta ao superior 2000","Taxa de frequência líquida ao superior 2000","Taxa de frequência bruta ao superior","Taxa de frequência líquida ao superior","Renda per capita , exceto renda nula 2000","Renda per capita , exceto renda nula 2010","% Variação renda per capita exceto nula 2000-2010","Renda per capita 2000","Renda per capita 2010","% Variação renda per capita 2000-2010","IDHM 2000","IDHM","% de 25 anos ou mais com superior completo"
"SÃO JOSÉ DO HERVAL","Rio Grande do Sul",431846,59.62,5.45,5.45,19.14,15.91,376.35,640.29,70.1315265045835,373.92,626.93,67.6642062473256,0.555,0.717,5.68
"SÃO JOSÉ DO HORTÊNCIO","Rio Grande do Sul",431848,46.94,3.58,2.42,23.67,15.07,460.47,693.46,50.5983017351836,460.47,693.46,50.5983017351836,0.624,0.707,2.95
"SÃO JOSÉ DO INHACORÁ","Rio Grande do Sul",431849,47.54,13.49,10.67,29.73,16.2,356.02,720.69,102.429638784338,354.04,720.69,103.561744435657,0.602,0.747,3.69
"SÃO JOSÉ DO NORTE","Rio Grande do Sul",431850,51.05,6.25,3.99,11.31,3.91,300.94,500.31,66.249086196584,294.27,493.78,67.7982804907058,0.481,0.623,3.72
"SÃO JOSÉ DO OURO","Rio Grande do Sul",431860,49.16,18.29,12.91,37.91,22.66,496.18,903.59,82.1093151678826,492.47,901.51,83.0588665299409,0.653,0.755,7.85
"SÃO JOSÉ DO SUL","Rio Grande do Sul",431861,46.57,10.68,4.48,26.36,15.48,535.09,989.48,84.9184249378609,535.09,989.48,84.9184249378609,0.576,0.725,4
"SÃO JOSÉ DOS AUSENTES","Rio Grande do Sul",431862,60.08,1.42,0,6.26,3.41,369.97,534.82,44.5576668378517,368.61,529.71,43.7047285749166,0.512,0.663,6.09
"SÃO LEOPOLDO","Rio Grande do Sul",431870,48.7,28.54,13.91,40.7,16.01,730.69,940.31,28.6879524832692,729.32,939.93,28.8775845993528,0.656,0.739,10.5
"SÃO LOURENÇO DO SUL","Rio Grande do Sul",431880,51.71,9.36,4.32,27.5,13.89,471.3,715.1,51.7292594950138,466.1,713.88,53.160266037331,0.589,0.687,6.59
"SÃO LUIZ GONZAGA","Rio Grande do Sul",431890,55.89,17.9,12.52,31.83,19,513.37,699.22,36.2019596002883,507.06,698.77,37.8081489370094,0.634,0.741,9.9
"SÃO MARCOS","Rio Grande do Sul",431900,46.17,22.02,15.03,41.62,25.05,757.88,991.51,30.826779965166,756.19,991.51,31.1191631732765,0.695,0.768,8.76
"SÃO MARTINHO","Rio Grande do Sul",431910,45.68,24.93,20.65,28.03,19.93,502.17,772.74,53.8801601051437,494.62,771.81,56.0410011726174,0.638,0.726,8.71
"SÃO MARTINHO DA SERRA","Rio Grande do Sul",431912,53.98,5.2,1.31,16.06,7.01,454.32,491.84,8.2584962141222,445.65,482.31,8.2261864692023,0.541,0.652,3.08
"SÃO MIGUEL DAS MISSÕES","Rio Grande do Sul",431915,55.4,9.34,5.06,33.28,16.67,523.46,537.46,2.67451190157796,506.72,531.71,4.93171771392485,0.57,0.667,5.4
"SÃO NICOLAU","Rio Grande do Sul",431920,63.92,10.58,4.29,14.63,7.22,248.75,482.65,94.0301507537688,243.47,479.55,96.9647184458044,0.517,0.645,5.27
"SÃO PAULO DAS MISSÕES","Rio Grande do Sul",431930,53.31,10.33,5.8,23.42,13.98,276.15,577.86,109.255839217816,274.55,577.86,110.475323256237,0.567,0.692,4.79
"SÃO PEDRO DA SERRA","Rio Grande do Sul",431935,52.44,14.27,6.09,24.73,11.36,590.72,842.22,42.5751625135428,590.72,842.22,42.5751625135428,0.639,0.739,3.95
"SÃO PEDRO DAS MISSÕES","Rio Grande do Sul",431936,53.46,0,0,34.88,19.55,150.04,450.26,200.09330845108,150.04,441.36,194.161556918155,0.471,0.664,4.35
"SÃO PEDRO DO BUTIÁ","Rio Grande do Sul",431937,50.47,14.61,12.69,37.72,23.38,434.48,905.55,108.421561406739,434.48,905.55,108.421561406739,0.666,0.763,6.08
"SÃO PEDRO DO SUL","Rio Grande do Sul",431940,52.35,8.16,4.64,37.06,19.46,472.65,620.65,31.3128107479107,471.4,614.89,30.4391175222741,0.614,0.709,7.3
"SÃO SEBASTIÃO DO CAÍ","Rio Grande do Sul",431950,48.02,19.92,12.57,37.3,20.86,696.98,772.04,10.7693190622399,695.4,772.04,11.0209951107276,0.662,0.739,5.99
"SÃO SEPÉ","Rio Grande do Sul",431960,51.98,13.37,8.75,22.21,12.97,451.33,662.31,46.7462832074092,443.68,656.77,48.0278579156149,0.614,0.708,8.09
"SÃO VALENTIM","Rio Grande do Sul",431970,53.38,18.69,11.68,27.12,19.96,351.28,831.21,136.62320655887,351.28,826.2,135.196993851059,0.544,0.72,5.9
"SÃO VALENTIM DO SUL","Rio Grande do Sul",431971,47.08,7.68,5.68,39.41,25.46,684.78,1004.67,46.7142731972312,665.98,1000.93,50.2943031322262,0.671,0.764,4.27
"SÃO VALÉRIO DO SUL","Rio Grande do Sul",431973,64.99,24.26,11.89,18.87,10.71,254.74,534.29,109.739342074272,251.57,530.07,110.70477401916,0.532,0.642,6.82
"SÃO VENDELINO","Rio Grande do Sul",431975,49.78,26.86,21.37,29.91,17.12,575.72,814.28,41.4368095602029,575.72,814.28,41.4368095602029,0.655,0.754,4.19
"SÃO VICENTE DO SUL","Rio Grande do Sul",431980,57.05,13.23,8.52,34.31,16.58,536.49,614.41,14.5240358627374,527.85,614.13,16.3455527138392,0.589,0.685,8.21
"SAPIRANGA","Rio Grande do Sul",431990,50.41,15.63,8.27,24.41,11.75,590.16,714.09,20.9993899959333,589.53,713.99,21.1117330755008,0.597,0.711,4.36
"SAPUCAIA DO SUL","Rio Grande do Sul",432000,47.67,12.69,6.63,35.09,14.26,540.42,734.44,35.901706080456,539.25,733.28,35.9814557255447,0.633,0.726,4.84
"SARANDI","Rio Grande do Sul",432010,49.42,21.22,14.59,31.54,19.61,574.06,1002.54,74.6402815036756,574.06,1000.86,74.3476291676828,0.677,0.777,7.69
"SEBERI","Rio Grande do Sul",432020,54.68,15.09,9.77,36.18,21.74,375.7,647.93,72.4594091030077,375.7,645.51,71.8152781474581,0.597,0.723,7.56
"SEDE NOVA","Rio Grande do Sul",432023,52.91,5.49,4.94,34.07,20.09,359.82,857.06,138.191317881163,359.43,856.09,138.17989594636,0.571,0.712,4.45
"SEGREDO","Rio Grande do Sul",432026,54.33,3.82,2.46,10.09,5.06,284.01,543.41,91.3348121545016,282.83,528.42,86.8330799420146,0.53,0.659,3.72
"SELBACH","Rio Grande do Sul",432030,50.08,32.01,23.69,41.5,31.02,1164.7,1057.28,-9.22297587361553,1164.7,1055.91,-9.34060273031682,0.741,0.777,10.51
"SENADOR SALGADO FILHO","Rio Grande do Sul",432032,52.13,17.24,10.8,17.57,9.5,301.47,628.28,108.40547981557,301.47,628.28,108.40547981557,0.59,0.693,2.65
"SENTINELA DO SUL","Rio Grande do Sul",432035,54.57,13.72,7.61,27.26,13.66,347.37,523.03,50.568558021706,337.01,519.1,54.031037654669,0.56,0.671,3.38
"SERAFINA CORRÊA","Rio Grande do Sul",432040,45.2,12.41,7.56,27.14,18.26,743.49,877.24,17.9894820374181,742.25,877.24,18.1865948130684,0.678,0.76,8.84
"SÉRIO","Rio Grande do Sul",432045,52.45,7.46,3.65,14.53,9.07,312.91,609.16,94.6757853695951,312.91,606.03,93.675497746956,0.522,0.652,2.81
"SERTÃO","Rio Grande do Sul",432050,51.53,14.42,9.13,44.83,30.67,547.49,832.06,51.9772050631062,538.09,827.95,53.8683119924176,0.684,0.751,8.19
"SERTÃO SANTANA","Rio Grande do Sul",432055,53.39,8.37,4.72,23.1,11.72,513.59,792.08,54.2241866079947,510.51,783.19,53.4132534132534,0.577,0.689,2.82
"SETE DE SETEMBRO","Rio Grande do Sul",432057,46.22,6.85,5.57,21.15,17.63,250.86,557.68,122.307263015228,248.72,557.15,124.006915406883,0.532,0.683,3.24
"SEVERIANO DE ALMEIDA","Rio Grande do Sul",432060,48.16,17.6,5.29,25.12,18.56,477.91,796.62,66.6882885899019,477.91,791.5,65.6169571676676,0.633,0.752,5.15
"SILVEIRA MARTINS","Rio Grande do Sul",432065,50.53,16.32,5.92,30.79,19.12,534.42,817.67,53.0013846787171,534.42,817.67,53.0013846787171,0.652,0.742,6.44
"SINIMBU","Rio Grande do Sul",432067,53.86,8.75,7.19,18.89,12.7,392.33,630.16,60.6198863201896,388.6,610.76,57.1693257848688,0.513,0.631,2.74
"SOBRADINHO","Rio Grande do Sul",432070,52.9,15.09,11.43,33.47,18.15,520.69,776.57,49.1424840116,517.65,775.79,49.8676712064136,0.65,0.743,8.73
"SOLEDADE","Rio Grande do Sul",432080,55.25,14.88,10.45,35.45,18.57,533.28,739.3,38.6326132613261,528.85,737.92,39.5329488512811,0.633,0.731,9.78
"TABAÍ","Rio Grande do Sul",432085,48.83,7.13,7.13,23.44,10.8,433.71,601.6,38.7101980586106,430.96,599.99,39.2217375162428,0.602,0.701,3.03
"TAPEJARA","Rio Grande do Sul",432090,49.82,19.34,12.37,38.03,23.62,560.18,924.43,65.0237423685244,559.97,922.28,64.7016804471668,0.66,0.76,9.68
"TAPERA","Rio Grande do Sul",432100,50.55,29.76,17.93,29.97,19.39,617.1,812.48,31.660994976503,616.15,812.48,31.8639941572669,0.66,0.747,11.33
"TAPES","Rio Grande do Sul",432110,55.75,14.98,7.37,25.85,10.06,554.39,621.09,12.0312415447609,552.7,620.13,12.2001085579881,0.619,0.695,7.54
"TAQUARA","Rio Grande do Sul",432120,51,23.98,11.84,32.66,13.97,682.12,873.67,28.0815692253562,678.38,871.42,28.4560275951532,0.651,0.727,7.54
"TAQUARI","Rio Grande do Sul",432130,48.87,13.6,8.99,32.6,15.44,524.75,787.63,50.0962363030014,522.53,786.91,50.5961380207835,0.641,0.733,8.63
"TAQUARUÇU DO SUL","Rio Grande do Sul",432132,50.26,14.27,8.32,45.5,26.61,350.48,954.19,172.252339648482,348.87,954.19,173.508756843523,0.588,0.739,8.12
"TAVARES","Rio Grande do Sul",432135,46.37,1.81,0,13.22,3.38,453.41,594.51,31.119737103284,450.71,594.12,31.8186860730847,0.543,0.656,2.5
"TENENTE PORTELA","Rio Grande do Sul",432140,60.73,18.78,11.16,35.35,20.28,356.84,672.9,88.571908978814,354.86,659.27,85.7831257397283,0.607,0.708,8.96
"TERRA DE AREIA","Rio Grande do Sul",432143,55.88,6.48,3.73,33.1,14.54,510.66,620.68,21.5446676849567,493.64,620.36,25.6705291305405,0.611,0.689,5.59
"TEUTÔNIA","Rio Grande do Sul",432145,46.59,21.71,10.73,33.64,17.46,610.56,854.63,39.9747772536688,610.11,854.63,40.0780187179361,0.664,0.747,5.87
"TIO HUGO","Rio Grande do Sul",432146,51.7,2.04,0,34.32,20.34,430.91,661.24,53.4519969367153,428.6,660.04,53.9990667288847,0.595,0.742,3.97
"TIRADENTES DO SUL","Rio Grande do Sul",432147,54.86,6.21,4.32,20.82,12.77,292.08,648.9,122.165160230074,289.15,644.85,123.015735777278,0.551,0.689,2.53
"TOROPI","Rio Grande do Sul",432149,50.75,4,1.17,23.93,11.71,298.65,561.35,87.9624979072493,292.92,551.5,88.276662569985,0.52,0.683,1.63
"TORRES","Rio Grande do Sul",432150,48.77,27.3,16.62,40.4,18.99,631.08,853.87,35.3029726817519,631.08,853.62,35.2633580528618,0.681,0.762,11.05
"TRAMANDAÍ","Rio Grande do Sul",432160,55.1,14.58,7.42,20.6,9.26,656.35,739.05,12.5999847642264,655.46,737.84,12.568272663473,0.633,0.719,7.98
"TRAVESSEIRO","Rio Grande do Sul",432162,47.27,16.87,11.32,28.86,22.37,427.53,778.06,81.9895679835333,427.53,777.34,81.8211587490936,0.569,0.701,1.79
"TRÊS ARROIOS","Rio Grande do Sul",432163,45.09,12.91,10.4,42.47,22.73,454.08,1518.78,234.474101479915,454.08,1518.78,234.474101479915,0.637,0.791,5.48
"TRÊS CACHOEIRAS","Rio Grande do Sul",432166,49.43,11.36,6.9,22.9,15.21,517.78,714.52,37.9968326316196,516.86,713.83,38.1089656773594,0.638,0.718,4.9
"TRÊS COROAS","Rio Grande do Sul",432170,47.54,19.15,9.82,22.16,10.96,605.72,799.98,32.0709238592089,604.95,799.41,32.1448053558145,0.61,0.71,4.2
"TRÊS DE MAIO","Rio Grande do Sul",432180,50.39,25.19,14.1,38.91,21.34,502.77,883.91,75.8080235495356,501.81,881.15,75.59434845858,0.655,0.759,9.55
"TRÊS FORQUILHAS","Rio Grande do Sul",432183,52.28,4.6,4.6,25.83,12.79,339.99,493.23,45.07191387982,332.19,489.32,47.3012432643969,0.541,0.662,2.19
"TRÊS PALMEIRAS","Rio Grande do Sul",432185,58.76,8.34,3.05,29.69,13.21,471.63,840,78.1057184657464,466.62,835.88,79.1350563627791,0.594,0.703,4.94
"TRÊS PASSOS","Rio Grande do Sul",432190,48.95,19.24,9.6,35.4,17.88,525.68,823.33,56.6218992542992,521.62,823.33,57.8409570185192,0.686,0.768,7.71
"TRINDADE DO SUL","Rio Grande do Sul",432195,58.81,14.1,6.28,30.3,14.02,290.46,535.4,84.328306823659,273.85,532.27,94.3655285740369,0.561,0.687,6.71
"TRIUNFO","Rio Grande do Sul",432200,56.32,15.92,6.83,21.56,10,572.64,696.69,21.6628248113998,566.76,695.08,22.640976780295,0.628,0.733,6.47
"TUCUNDUVA","Rio Grande do Sul",432210,46.39,30.47,21.78,43.33,27.87,491.3,839.53,70.8792998168125,491.3,839.53,70.8792998168125,0.661,0.747,9.73
"TUNAS","Rio Grande do Sul",432215,60.63,5.16,0,16.69,10.12,210.75,485.41,130.325029655991,210.59,482.5,129.118191746997,0.484,0.657,3.25
"TUPANCI DO SUL","Rio Grande do Sul",432218,55.26,4.75,4.75,34.77,26.86,377.39,583.46,54.6039905667877,377.39,577.85,53.1174646916983,0.57,0.694,8.33
"TUPANCIRETÃ","Rio Grande do Sul",432220,54.77,9.37,5.08,22.14,11.67,468.02,718.52,53.5233537028332,460.02,708.79,54.0780835615843,0.612,0.709,8.62
"TUPANDI","Rio Grande do Sul",432225,48.2,17.36,10.01,21.9,13.4,570.05,809.04,41.9243925971406,570.05,808.39,41.8103675116218,0.654,0.718,5.07
"TUPARENDI","Rio Grande do Sul",432230,47.96,14.43,9.83,30.78,17.89,486.26,769.58,58.2651256529429,486.08,768.25,58.0501152073733,0.642,0.728,6.36
"TURUÇU","Rio Grande do Sul",432232,47.22,0,0,11.73,5.35,350.18,574.03,63.9242675195614,347.37,566.71,63.1430463194864,0.528,0.629,0.9
"UBIRETAMA","Rio Grande do Sul",432234,47.41,12.29,4.89,27.73,17.32,249.61,590.64,136.625135210929,249.61,590.64,136.625135210929,0.554,0.7,2.84
"UNIÃO DA SERRA","Rio Grande do Sul",432235,46.06,17.16,17.16,28.32,20.06,635.85,1068.08,67.9767240701423,635.85,1068.08,67.9767240701423,0.664,0.733,3.05
"UNISTALDA","Rio Grande do Sul",432237,55.8,7.4,6.78,13.08,8.02,285.34,399.35,39.9558421532207,253.81,392.38,54.5959576060833,0.552,0.649,4.54
"URUGUAIANA","Rio Grande do Sul",432240,55.48,11.2,7.09,21.06,10.02,582.82,715.87,22.8286606499434,579.65,714.26,23.2226343483136,0.663,0.744,10.75
"VACARIA","Rio Grande do Sul",432250,51.31,15.62,8.83,27.98,13.45,628.31,800.74,27.4434594388121,626.15,797.86,27.4231414197876,0.641,0.721,11.08
"VALE VERDE","Rio Grande do Sul",432252,48.61,4.25,3.33,11.25,8.8,424.57,519.86,22.4438844006878,423.63,503.24,18.7923423742417,0.549,0.646,2.75
"VALE DO SOL","Rio Grande do Sul",432253,51.35,4.74,2.39,13.3,6.76,368.47,553.71,50.2727494775694,367.71,553.23,50.4528024802154,0.496,0.624,2.38
"VALE REAL","Rio Grande do Sul",432254,45.1,8.53,5.47,24.1,15.85,536.91,795.86,48.229684677134,536.91,795.41,48.1458717475927,0.604,0.737,3.56
"VANINI","Rio Grande do Sul",432255,48.7,29.55,21.69,52.8,38.89,481.18,780.56,62.2178810424373,481.18,780.56,62.2178810424373,0.673,0.757,7.96
"VENÂNCIO AIRES","Rio Grande do Sul",432260,48.24,15.42,9.18,29.34,13.82,515.85,781.95,51.5847630125036,513.82,779.48,51.7029309875053,0.61,0.712,6.76
"VERA CRUZ","Rio Grande do Sul",432270,49.29,14.63,9.46,37.61,19.25,455.48,792.38,73.9659260560288,452.76,790.95,74.6952027564273,0.582,0.737,5.82
"VERANÓPOLIS","Rio Grande do Sul",432280,44.24,26.91,16.81,44.87,23.97,866.08,1141.67,31.8203861075189,866.08,1141.67,31.8203861075189,0.702,0.773,11.63
"VESPASIANO CORREA","Rio Grande do Sul",432285,45.52,16.78,14.45,35.2,23.15,542.16,895.32,65.1394422310757,542.16,895.32,65.1394422310757,0.639,0.723,3.92
"VIADUTOS","Rio Grande do Sul",432290,54.22,9.72,6.62,19.91,12.29,479.85,683.46,42.432010003126,479.85,683.03,42.3423986662499,0.567,0.702,4.66
"VIAMÃO","Rio Grande do Sul",432300,53.44,9.41,4.96,22.01,8.96,509.65,707.25,38.7717060727951,507.32,707.05,39.3696286367579,0.62,0.717,5.83
"VICENTE DUTRA","Rio Grande do Sul",432310,63.75,3.19,1.29,19.76,12.49,247.68,487.31,96.749838501292,244.45,475.13,94.3669462057681,0.489,0.638,5.07
"VICTOR GRAEFF","Rio Grande do Sul",432320,48.17,9.45,8.48,52.54,31.07,625.99,989.66,58.095177239253,625.99,989.66,58.095177239253,0.664,0.777,7.78
"VILA FLORES","Rio Grande do Sul",432330,47.94,13.44,9.41,32.09,21.86,516.73,729.78,41.2304298182803,516.73,728.71,41.0233584270315,0.621,0.742,5.56
"VILA LÂNGARO","Rio Grande do Sul",432335,47.28,14.58,7.91,47.62,33.91,446.52,907.65,103.271969900564,446.52,902.87,102.20146913912,0.616,0.705,3.23
"VILA MARIA","Rio Grande do Sul",432340,47.25,14.6,12.65,23.1,17.11,645.03,1101.27,70.7315938793545,645.03,1101.27,70.7315938793545,0.662,0.761,7.06
"VILA NOVA DO SUL","Rio Grande do Sul",432345,54.57,8.09,3.08,14.9,10.45,386.38,455.59,17.9124178270097,374.37,442.26,18.1344659027166,0.565,0.662,3.98
"VISTA ALEGRE","Rio Grande do Sul",432350,52,23.97,9.29,41.58,25.07,363.55,907.78,149.698803465823,363.55,905.87,149.173428689314,0.632,0.739,7.29
"VISTA ALEGRE DO PRATA","Rio Grande do Sul",432360,48.03,6.69,4.27,21.6,16.37,587.6,1233.55,109.930224642614,587.6,1231.8,109.632402995235,0.689,0.78,4.51
"VISTA GAÚCHA","Rio Grande do Sul",432370,55.36,19.17,10.77,45.72,30.76,386.55,996.74,157.855387401371,384.3,990.13,157.645068956544,0.619,0.757,5.53
"VITÓRIA DAS MISSÕES","Rio Grande do Sul",432375,47.04,6.7,6.25,15.8,6.45,246.19,483.49,96.388967870344,233.03,482.44,107.029137879243,0.556,0.655,2.65
"WESTFALIA","Rio Grande do Sul",432377,44.06,22.03,22.03,37.42,19.37,892.3,1136.67,27.3865291942172,892.3,1136.67,27.3865291942172,0.68,0.752,2.49
"XANGRI-LÁ","Rio Grande do Sul",432380,55.29,8.87,5.22,33.24,16.31,544.38,798.62,46.7026709283956,544.38,798.62,46.7026709283956,0.642,0.735,8.06
"ÁGUA CLARA","Mato Grosso do Sul",500020,57.38,4.96,2.77,17.31,9.14,515.27,645.69,25.311001998952,513.9,642.97,25.1157812804048,0.534,0.67,6.01
"ALCINÓPOLIS","Mato Grosso do Sul",500025,52.85,2.07,1.08,23.08,14.87,606.3,766.82,26.4753422398153,591.69,764.03,29.1267386638273,0.536,0.711,9.4
"AMAMBAI","Mato Grosso do Sul",500060,64.35,12.66,5.99,28.1,13.84,466.37,583.96,25.2138859703669,455.04,561.14,23.3166315049226,0.576,0.673,9.06
"ANASTÁCIO","Mato Grosso do Sul",500070,58.78,6.61,2.87,33.65,12.59,342.48,496.96,45.1062835786031,331.54,495.48,49.4480304035712,0.517,0.663,7.6
"ANAURILÂNDIA","Mato Grosso do Sul",500080,59.61,7.01,3.24,19.39,11.15,370.67,541.28,46.0274637818005,366.96,538.13,46.6454109439721,0.516,0.67,6.94
"ANGÉLICA","Mato Grosso do Sul",500085,55.52,7.67,5.33,18.06,11.95,301.67,594.37,97.0265521927934,301.27,592.27,96.5910976864607,0.552,0.697,5.37
"ANTÔNIO JOÃO","Mato Grosso do Sul",500090,69.99,10.09,5.02,25.61,9.28,253.43,415.72,64.0374067789922,249.89,411.49,64.6684541198127,0.509,0.643,6.38
"APARECIDA DO TABOADO","Mato Grosso do Sul",500100,52.04,13.58,9.64,24.13,15.01,456.84,694.38,51.9963225636985,453.43,692.79,52.7887435767373,0.579,0.697,9.69
"AQUIDAUANA","Mato Grosso do Sul",500110,60.16,13.72,4.63,31.58,11.71,499.25,591.14,18.4056084126189,485.81,585.62,20.5450690599205,0.556,0.688,10.05
"ARAL MOREIRA","Mato Grosso do Sul",500124,75.3,14.73,6.21,17.59,11.43,305.62,408.76,33.74779137491,300.12,398.5,32.7802212448354,0.52,0.633,5.13
"BANDEIRANTES","Mato Grosso do Sul",500150,57.01,6.54,4.3,22.86,9.61,394.85,615.05,55.768013169558,392.91,602.02,53.2208393779746,0.538,0.681,6.26
"BATAGUASSU","Mato Grosso do Sul",500190,53.95,9.63,6.85,19.6,10.4,438.04,616.91,40.8341703953977,431.19,614.34,42.4754748486746,0.601,0.71,7.22
"BATAYPORÃ","Mato Grosso do Sul",500200,59.03,5.99,2.65,28.34,12.47,279.56,637.56,128.058377450279,278.14,631.47,127.033148773999,0.508,0.684,7.52
"BELA VISTA","Mato Grosso do Sul",500210,65.44,4.42,1.5,17.47,5.62,463.28,625.05,34.9184078742877,447.5,621.23,38.8223463687151,0.58,0.698,7.94
"BODOQUENA","Mato Grosso do Sul",500215,62.78,3.6,0.76,22.1,10.48,349.76,505.19,44.439043915828,339.43,500.13,47.3440768346935,0.513,0.666,6.18
"BONITO","Mato Grosso do Sul",500220,57.91,4.11,1.96,18.66,6.8,465.38,679.77,46.0677295973183,463.41,679.03,46.5289916057055,0.564,0.67,9.13
"BRASILÂNDIA","Mato Grosso do Sul",500230,55.36,8.66,5.17,20.6,10.67,557.14,711.17,27.6465520336002,552.41,709.29,28.3991962491628,0.547,0.701,7.76
"CAARAPÓ","Mato Grosso do Sul",500240,62.72,10.5,5.31,25.64,17.29,344.25,551.01,60.0610021786492,341.75,537.01,57.1353328456474,0.548,0.692,7.84
"CAMAPUÃ","Mato Grosso do Sul",500260,54.28,7.92,5.08,24.32,8.5,465.46,686.43,47.4734671078073,462.09,685.77,48.406154645199,0.582,0.703,7.8
"CAMPO GRANDE","Mato Grosso do Sul",500270,49.83,22.09,13.07,42.99,20.6,783.12,1090,39.1868423740934,782.39,1089.37,39.2361865565766,0.673,0.784,17.22
"CARACOL","Mato Grosso do Sul",500280,64.94,3.64,0.99,10.92,3.88,264.31,399.85,51.2806931254966,264.01,399.46,51.3048748153479,0.484,0.647,4.81
"CASSILÂNDIA","Mato Grosso do Sul",500290,49.32,15.53,7.11,47.55,29.29,483.37,885.1,83.1102468088628,481.45,885.1,83.8404818776612,0.615,0.727,12.32
"CHAPADÃO DO SUL","Mato Grosso do Sul",500295,50.58,13.12,7.71,30.33,16.88,857.52,898.54,4.78356189943092,857.52,896.92,4.59464502285661,0.656,0.754,13.53
"CORGUINHO","Mato Grosso do Sul",500310,57.61,5.58,2.65,30.66,14.72,342.08,579.11,69.2908091674462,339.21,566.09,66.8848206125999,0.502,0.671,5.96
"CORONEL SAPUCAIA","Mato Grosso do Sul",500315,74.12,11.03,7.01,17.52,9.93,316.13,380.49,20.3587131876127,305.67,350.37,14.6236137010501,0.488,0.589,5.8
"CORUMBÁ","Mato Grosso do Sul",500320,62.79,11.63,5.54,26.5,9.11,458.79,630.44,37.4136315089693,451.78,627.1,38.806498738324,0.584,0.7,10.27
"COSTA RICA","Mato Grosso do Sul",500325,52.57,9.46,3.81,26.21,14.1,456.6,694.56,52.1156373193167,453.04,693.05,52.977662016599,0.596,0.706,7.38
"COXIM","Mato Grosso do Sul",500330,55.35,14.67,8.57,23.21,11.84,598.52,703.01,17.4580632226158,596.29,703.01,17.8973318351809,0.607,0.703,8.95
"DEODÁPOLIS","Mato Grosso do Sul",500345,57.66,10.38,7.64,22.49,7.38,363.99,597.34,64.1089040907717,361.74,596.5,64.8974401503842,0.583,0.694,8.43
"DOIS IRMÃOS DO BURITI","Mato Grosso do Sul",500348,69.14,9.62,4.05,22.39,7.58,266.26,432.38,62.3901449710809,242.31,429.18,77.1202179026866,0.447,0.639,4.6
"DOURADINA","Mato Grosso do Sul",500350,62.17,13.16,3.64,23.69,12.09,387.69,654.32,68.7740204802807,384.47,648.98,68.79860587302,0.567,0.699,7.1
"DOURADOS","Mato Grosso do Sul",500370,53.81,20.63,12.13,45.62,23.04,620.59,868.52,39.95069208334,615.48,866.4,40.7681809319555,0.636,0.747,14.46
"ELDORADO","Mato Grosso do Sul",500375,59.15,9.41,5.36,27.3,12.67,329.56,535.39,62.4560019419832,325.74,530.89,62.9796770430404,0.551,0.684,6.79
"FÁTIMA DO SUL","Mato Grosso do Sul",500380,51.94,24.21,15.33,35.96,22.32,435.62,703.03,61.386070428355,432.73,701.87,62.1958264968918,0.596,0.714,10.26
"FIGUEIRÃO","Mato Grosso do Sul",500390,50.9,0,0,22.21,10.03,326.97,542.54,65.9295959873994,314.65,541.93,72.2326394406483,0.508,0.66,5.13
"GLÓRIA DE DOURADOS","Mato Grosso do Sul",500400,53.98,15.93,8.3,42.56,21.99,407.24,644.8,58.334151851488,405.66,644.1,58.778287235616,0.604,0.721,9.85
"GUIA LOPES DA LAGUNA","Mato Grosso do Sul",500410,61.67,9.93,6.43,18.97,9.75,512.08,546.49,6.71965317919075,505.51,541.87,7.19273604874286,0.567,0.675,6.29
"IGUATEMI","Mato Grosso do Sul",500430,62.09,7.6,5.29,18.27,7.98,433.85,519.63,19.7718105335946,432.67,519.03,19.959784593339,0.542,0.662,7.28
"INOCÊNCIA","Mato Grosso do Sul",500440,53.6,11.68,4.65,19.86,7.65,573.37,636.59,11.0260390323875,568.81,633.12,11.3060600200419,0.573,0.681,8.75
"ITAPORÃ","Mato Grosso do Sul",500450,60,11.71,5.28,28.39,17.3,382.86,493.54,28.9087394870188,372.58,487.51,30.8470664018466,0.55,0.654,7.03
"ITAQUIRAÍ","Mato Grosso do Sul",500460,62.08,7.39,4.17,17.97,7.2,278.97,460.91,65.2184822740797,277.45,442.57,59.5134258424942,0.498,0.62,5.87
"IVINHEMA","Mato Grosso do Sul",500470,52.28,11.79,6.53,36.76,21.71,397.99,686.12,72.3962913641046,397.05,685.17,72.565168114847,0.59,0.72,8.59
"JAPORÃ","Mato Grosso do Sul",500480,86.34,10.41,4.16,14.45,5.45,202.96,280.81,38.3573117855735,174.32,241.32,38.4350619550252,0.399,0.526,5.21
