"name","group","id","Taxa de frequência líquida à pré-escola","% de 0 a 3 anos na escola","IDHM","Taxa de frequência líquida à pré-escola 2000","Renda per capita 2000","Renda per capita 2010","% Variação renda per capita 2000-2010","IDHM 2000","Razão de dependência 2000","% de 0 a 3 anos na escola"
"Rio Paranaíba","Minas Gerais",315550,65.46,18.92,0.709,28.21,432.8,727.2,68.0221811460259,0.566,46.55,5.1
"Rio Pardo de Minas","Minas Gerais",315560,50.44,7.05,0.624,13.39,168.53,306.96,82.1396783955379,0.421,73.13,0.3
"Rio Piracicaba","Minas Gerais",315570,66.56,26.49,0.685,57.63,368.52,516.18,40.0683816346467,0.568,52.45,8.26
"Rio Pomba","Minas Gerais",315580,44.15,7.31,0.714,33.4,469.01,601.31,28.2083537664442,0.617,56.38,0.98
"Rio Preto","Minas Gerais",315590,59.02,5.05,0.679,57.93,414.45,501.52,21.0085655688262,0.593,51.01,4.37
"Rio Vermelho","Minas Gerais",315600,13.28,5.25,0.558,7.57,212.89,271.44,27.5024660622857,0.439,80.34,0.91
"Ritápolis","Minas Gerais",315610,69.04,0,0.653,32.47,277.35,453.87,63.6452136289886,0.53,51.73,0
"Rochedo de Minas","Minas Gerais",315620,48.86,22.74,0.684,50.98,329.65,494.36,49.9651145153951,0.549,62.02,14.72
"Rodeiro","Minas Gerais",315630,41.16,4.93,0.668,58.47,388.72,635.26,63.4235439390821,0.587,49.47,1.74
"Romaria","Minas Gerais",315640,71.55,14.89,0.708,25.54,672.71,716.47,6.50503188595383,0.597,52.59,10.1
"Rosário da Limeira","Minas Gerais",315645,72.34,14.06,0.662,23.96,262.56,465.89,77.4413467397928,0.498,58.63,0
"Rubelita","Minas Gerais",315650,38.82,21.02,0.582,10.73,177.3,248.99,40.4342921601805,0.442,64.18,2.47
"Rubim","Minas Gerais",315660,51.34,28.64,0.609,41.07,191.7,311.79,62.6447574334899,0.468,65.68,8.04
"Sabará","Minas Gerais",315670,62.57,20.3,0.731,46.33,427.5,619.93,45.012865497076,0.621,51.36,8.09
"Sabinópolis","Minas Gerais",315680,56.72,13.14,0.638,29.32,252.83,420.36,66.2619151208322,0.517,69.33,5.11
"Sacramento","Minas Gerais",315690,58.95,16.66,0.732,49.36,534.12,732.35,37.1133827604284,0.628,51.61,5.13
"Salinas","Minas Gerais",315700,49.69,15.66,0.679,31.99,268.51,613.65,128.538974339876,0.535,58.36,6.66
"Salto da Divisa","Minas Gerais",315710,59.77,18.22,0.608,23.69,287.38,306.04,6.49314496485491,0.484,69.35,6.88
"Santa Bárbara","Minas Gerais",315720,65.92,9.82,0.707,42.09,384.91,535.84,39.2117637889377,0.605,56.88,4.45
"Santa Bárbara do Leste","Minas Gerais",315725,51.24,3.32,0.613,27.09,255.23,351.59,37.754182502057,0.49,57.41,0.79
"Santa Bárbara do Monte Verde","Minas Gerais",315727,65.12,31.02,0.606,13.7,366.5,371.34,1.32060027285129,0.557,55.56,6.98
"Santa Bárbara do Tugúrio","Minas Gerais",315730,63.37,5.01,0.637,28.82,242.82,370.7,52.6645251626719,0.489,54.81,0
"Santa Cruz de Minas","Minas Gerais",315733,63.67,9.62,0.706,77.52,331.48,485.28,46.3979727283697,0.608,50.53,2.51
"Santa Cruz de Salinas","Minas Gerais",315737,34.97,17.78,0.577,23.17,117.07,242.55,107.183736226189,0.407,73.95,3.21
"Santa Cruz do Escalvado","Minas Gerais",315740,50.9,14.05,0.625,21.69,190.59,374.23,96.3534288262763,0.445,63.76,4.89
"Santa Efigênia de Minas","Minas Gerais",315750,57.38,0,0.607,13.52,215.06,293.27,36.3665953687343,0.437,68.98,0
"Santa Fé de Minas","Minas Gerais",315760,54.83,14.48,0.615,41.76,196.31,313.25,59.5690489531863,0.516,73.73,6.77
"Santa Helena de Minas","Minas Gerais",315765,47.7,0.95,0.567,23.23,166.14,218.43,31.4734561213435,0.463,72.43,0.98
"Santa Juliana","Minas Gerais",315770,36.26,6.05,0.706,34.51,534.2,735,37.5889180082366,0.623,47.3,2.17
"Santa Luzia","Minas Gerais",315780,45.18,17.81,0.715,40.26,386.67,557.62,44.2108257687434,0.608,51.86,6.54
"Santa Margarida","Minas Gerais",315790,34.21,5.39,0.61,4.69,434.92,416.11,-4.32493332107054,0.488,60.48,4.24
"Santa Maria de Itabira","Minas Gerais",315800,72.56,19.4,0.648,16.64,309.94,382.99,23.5690778860425,0.522,69.75,3.01
"Santa Maria do Salto","Minas Gerais",315810,74,20.44,0.613,14.42,195.69,321.15,64.1116050896827,0.434,68.67,1.55
"Santa Maria do Suaçuí","Minas Gerais",315820,48.95,3.04,0.64,17.34,255.32,401.16,57.1204762650791,0.497,73.02,0.46
"Santana da Vargem","Minas Gerais",315830,59.62,17.63,0.698,28.81,533.26,553.7,3.83302704121818,0.611,52.46,2.78
"Santana de Cataguases","Minas Gerais",315840,67.97,13.32,0.694,25.3,315.24,437.81,38.8814871209237,0.602,50.47,4.64
"Santana de Pirapama","Minas Gerais",315850,51.62,5.84,0.628,19.58,240.33,373.14,55.2615154163026,0.472,60.27,0
"Santana do Deserto","Minas Gerais",315860,53.37,19.96,0.651,53.44,321.76,484.73,50.649552461462,0.559,54.1,12.56
"Santana do Garambéu","Minas Gerais",315870,66.32,2.43,0.667,44.54,247.95,452.48,82.4884049203468,0.526,53.64,2.02
"Santana do Jacaré","Minas Gerais",315880,62.04,22.57,0.647,19.71,364.15,470.2,29.122614307291,0.562,58.28,5.51
"Santana do Manhuaçu","Minas Gerais",315890,41.21,7.78,0.621,17.62,290.05,383.28,32.1427340113773,0.509,62.89,1.94
"Santana do Paraíso","Minas Gerais",315895,26.81,7.99,0.685,17.04,289.9,495.81,71.0279406691963,0.56,58.57,1.71
"Santana do Riacho","Minas Gerais",315900,70.45,5.73,0.665,19.02,313.47,432.77,38.0578683765591,0.496,61.79,0
"Santana dos Montes","Minas Gerais",315910,64.55,1.71,0.647,11.16,170.51,352.48,106.721013430297,0.474,58.71,0
"Santa Rita de Caldas","Minas Gerais",315920,29.87,18.77,0.69,22.31,466.37,597.4,28.0957179921521,0.599,46.2,1.28
"Santa Rita de Jacutinga","Minas Gerais",315930,84.4,11.18,0.682,57.08,352.65,535.45,51.8360981142776,0.589,53.38,0.58
"Santa Rita de Minas","Minas Gerais",315935,41.5,10.43,0.613,9.84,309.08,395.61,27.9959880936974,0.483,57.69,2.43
"Santa Rita de Ibitipoca","Minas Gerais",315940,39.51,2.6,0.63,7.88,293.6,391.79,33.4434604904632,0.51,55.88,0
"Santa Rita do Itueto","Minas Gerais",315950,17.8,11.71,0.607,14.78,270.99,352.98,30.2557289936898,0.486,57.02,4.47
"Santa Rita do Sapucaí","Minas Gerais",315960,56.28,25.63,0.721,37.32,621.02,738.4,18.9011626034588,0.654,52.72,4.02
"Santa Rosa da Serra","Minas Gerais",315970,50.49,14.52,0.705,25.16,396.61,603.01,52.0410478807897,0.593,53.1,10.37
"Santa Vitória","Minas Gerais",315980,43,7.67,0.71,11.82,461.96,698.7,51.2468612001039,0.565,48.01,2.43
"Santo Antônio do Amparo","Minas Gerais",315990,69.86,15.29,0.672,35.57,359.83,431.56,19.9344134730289,0.579,56.75,5.57
"Santo Antônio do Aventureiro","Minas Gerais",316000,52.8,7.06,0.671,69.21,274.05,485.5,77.157453019522,0.555,50.43,4.4
"Santo Antônio do Grama","Minas Gerais",316010,33.74,21.79,0.633,62.85,280.53,393.12,40.1347449470645,0.508,64.06,0.57
"Santo Antônio do Itambé","Minas Gerais",316020,19.95,15.28,0.558,13.91,141.44,225.85,59.6790158371041,0.392,83.15,5.07
"Santo Antônio do Jacinto","Minas Gerais",316030,55.5,17.25,0.574,31.89,148.7,286.56,92.71015467384,0.427,64.66,4.24
"Santo Antônio do Monte","Minas Gerais",316040,58.83,22.77,0.724,26.9,587.14,781.49,33.1011343120891,0.623,51.42,9.03
"Santo Antônio do Retiro","Minas Gerais",316045,31.95,0.89,0.57,27.98,114.64,183.75,60.2843684577809,0.376,75.92,1.27
"Santo Antônio do Rio Abaixo","Minas Gerais",316050,70.48,2.54,0.669,6.72,305.94,370.28,21.0302673726874,0.537,62.62,0
"Santo Hipólito","Minas Gerais",316060,49.33,10.81,0.657,45.13,237.28,431.72,81.9453809844909,0.514,71.4,1.16
"Santos Dumont","Minas Gerais",316070,81.36,18.45,0.741,59.77,430.9,578.64,34.2863773497331,0.64,51.11,7.35
"São Bento Abade","Minas Gerais",316080,73.48,38.46,0.672,40.35,310.2,458.65,47.856221792392,0.532,64.77,0
"São Brás do Suaçuí","Minas Gerais",316090,75.54,12.29,0.664,52.59,347.15,532.9,53.5071294829325,0.568,53.8,6.28
"São Domingos das Dores","Minas Gerais",316095,58.18,6.63,0.638,38.72,348.75,338.29,-2.99928315412186,0.507,64.04,0
"São Domingos do Prata","Minas Gerais",316100,63.37,17.98,0.69,32.57,337.02,531.92,57.8303958222064,0.561,58.58,2.96
"São Félix de Minas","Minas Gerais",316105,62.28,18.09,0.62,16.48,217.18,312.33,43.8115848604844,0.487,60.65,0.73
"São Francisco","Minas Gerais",316110,38.45,7.72,0.638,13.58,175.22,325.23,85.6123730167789,0.485,78.72,1.05
"São Francisco de Paula","Minas Gerais",316120,52.95,24.23,0.66,36.96,330.51,484.92,46.7187074521195,0.533,54.99,1.91
"São Francisco de Sales","Minas Gerais",316130,50.5,12.21,0.688,26.1,460.27,665.68,44.6281530406066,0.612,50.04,1.88
"São Francisco do Glória","Minas Gerais",316140,31.29,6.61,0.663,55.08,280.72,449.2,60.0170988885722,0.538,59.64,3.62
"São Geraldo","Minas Gerais",316150,59.3,12.52,0.651,38.47,348.54,474.14,36.036036036036,0.542,55.72,7.13
"São Geraldo da Piedade","Minas Gerais",316160,28.44,1.41,0.6,16.07,190.32,391.27,105.585329970576,0.459,72.93,0
"São Geraldo do Baixio","Minas Gerais",316165,64.89,0,0.63,44.19,224.41,404.81,80.388574484203,0.498,59.29,0
"São Gonçalo do Abaeté","Minas Gerais",316170,73.7,6.38,0.67,47.58,354.44,502.57,41.7926870556371,0.553,62.29,0
"São Gonçalo do Pará","Minas Gerais",316180,64.86,7.48,0.689,49.51,369.58,558.07,51.0011364251313,0.567,50.53,3.05
"São Gonçalo do Rio Abaixo","Minas Gerais",316190,65.09,2.36,0.667,25.78,260.21,479.04,84.0974597440529,0.521,57.08,0.43
"São Gonçalo do Sapucaí","Minas Gerais",316200,75.07,11.98,0.715,30.55,471.74,648.31,37.4295162589562,0.604,56.37,8.89
"São Gotardo","Minas Gerais",316210,68.98,13.26,0.736,44.56,535.38,795.14,48.5188090701931,0.627,51.43,11.24
"São João Batista do Glória","Minas Gerais",316220,68.15,32.6,0.724,37.24,465.62,676.07,45.1978007817534,0.607,50.24,0.73
"São João da Lagoa","Minas Gerais",316225,52.2,3.93,0.634,37.34,214.78,286.35,33.3224695036782,0.487,69.21,0
"São João da Mata","Minas Gerais",316230,66.05,2.62,0.653,40.12,419.3,538.08,28.3281659909373,0.585,49.81,4.44
"São João da Ponte","Minas Gerais",316240,42.84,16.11,0.569,13.44,168.59,258.77,53.4907171243846,0.406,75.95,4
"São João das Missões","Minas Gerais",316245,35.26,10.33,0.529,10.35,112.78,181.77,61.1721936513566,0.36,87.16,3.76
"São João del Rei","Minas Gerais",316250,83.1,18.48,0.758,53.88,546.07,764.74,40.0443166626989,0.673,46.13,9.31
"São João do Manhuaçu","Minas Gerais",316255,50.45,4.96,0.65,15.71,406.05,484.15,19.2340844723556,0.506,61.74,3.93
"São João do Manteninha","Minas Gerais",316257,52.47,9.81,0.64,41.4,280.53,385.78,37.5182689908388,0.539,58.49,0
"São João do Oriente","Minas Gerais",316260,64.04,8.19,0.648,33.76,256.22,404.69,57.9462961517446,0.548,61.51,1.07
"São João do Pacuí","Minas Gerais",316265,42.09,37.33,0.625,9.28,124.28,346.53,178.830061152237,0.382,71.46,2.15
"São João do Paraíso","Minas Gerais",316270,52.05,5.52,0.615,26.08,159.72,300.81,88.335837716003,0.443,68.7,1.87
"São João Evangelista","Minas Gerais",316280,47.07,4.24,0.638,34.42,229.7,378.41,64.7409664780148,0.527,70.8,1.19
"São João Nepomuceno","Minas Gerais",316290,66.76,51.6,0.708,52.44,462.36,608.32,31.5684747815555,0.614,54.97,19.86
"São Joaquim de Bicas","Minas Gerais",316292,36.47,14.72,0.662,25.25,323.75,498.26,53.9027027027027,0.532,59.03,4.65
"São José da Barra","Minas Gerais",316294,71.35,3.93,0.739,33.14,514.16,714.22,38.9100669052435,0.667,50.86,2.72
"São José da Lapa","Minas Gerais",316295,73.16,29.65,0.729,61.49,418.97,540.26,28.9495667947586,0.621,54.26,2.87
"São José da Safira","Minas Gerais",316300,49.47,2.59,0.583,17.3,172.54,334.87,94.0825315868784,0.461,75.64,0
"São José da Varginha","Minas Gerais",316310,64.77,27.53,0.704,44.58,298.08,555.77,86.4499463231347,0.576,58.95,41.58
"São José do Alegre","Minas Gerais",316320,52.38,5.62,0.717,56.53,413.54,537.13,29.885863519853,0.619,56.98,3.77
"São José do Divino","Minas Gerais",316330,80.89,24.79,0.658,25.93,251.73,396.81,57.6331784054344,0.522,68.03,0
"São José do Goiabal","Minas Gerais",316340,48.7,23.77,0.666,23.57,236.86,476.92,101.351009034873,0.545,61.23,1.19
"São José do Jacuri","Minas Gerais",316350,37,1.19,0.566,0,233.13,298.57,28.0701754385965,0.479,70.62,0
"São José do Mantimento","Minas Gerais",316360,49.47,2.78,0.657,7.79,236.25,359.93,52.3513227513228,0.53,63.28,2.55
"São Lourenço","Minas Gerais",316370,59.1,40.6,0.759,60.63,796.63,831.32,4.35459372607108,0.699,50.56,14.23
"São Miguel do Anta","Minas Gerais",316380,64.56,7.43,0.644,24.41,305,370.37,21.4327868852459,0.536,61.19,0
"São Pedro da União","Minas Gerais",316390,79.56,16.39,0.674,24.96,452.12,549.49,21.5363177917367,0.571,54.51,7.95
"São Pedro dos Ferros","Minas Gerais",316400,63.78,10.39,0.659,37.17,317.4,406.87,28.1884057971015,0.545,63.06,5.57
"São Pedro do Suaçuí","Minas Gerais",316410,65.55,5.16,0.622,29.41,193.42,358.75,85.4771998759177,0.464,70.67,2.11
"São Romão","Minas Gerais",316420,44.35,14.41,0.64,33.7,213.48,307.02,43.8167509836987,0.518,77.21,5.29
"São Roque de Minas","Minas Gerais",316430,68.31,14.89,0.672,33.43,524.76,621.11,18.3607744492721,0.585,46.24,3.4
"São Sebastião da Bela Vista","Minas Gerais",316440,70.87,0.41,0.692,10.79,382.4,573.43,49.9555439330544,0.55,53.09,0
"São Sebastião da Vargem Alegre","Minas Gerais",316443,80.65,15.28,0.66,25.98,279.93,406.33,45.154145679277,0.515,54.16,11.37
"São Sebastião do Anta","Minas Gerais",316447,51.5,7.65,0.607,1.83,220.94,327.54,48.2483932289309,0.436,67.33,0
"São Sebastião do Maranhão","Minas Gerais",316450,32.15,1.33,0.581,7.45,155.51,267.28,71.8731914346344,0.441,79.49,0
"São Sebastião do Oeste","Minas Gerais",316460,51.66,13.82,0.626,23,343.1,545.07,58.8662197610026,0.541,46.86,3.44
"São Sebastião do Paraíso","Minas Gerais",316470,47.98,17.65,0.722,29.83,635.55,775.73,22.0564865077492,0.642,51.41,8.3
"São Sebastião do Rio Preto","Minas Gerais",316480,53.28,6.58,0.632,43.17,263.62,493.59,87.2354146119414,0.524,50.13,0
"São Sebastião do Rio Verde","Minas Gerais",316490,84.07,8.37,0.676,18.04,289.52,442.98,53.0049737496546,0.584,51.53,11.62
"São Tiago","Minas Gerais",316500,45.4,9.31,0.662,35.07,320.7,486.69,51.7586529466791,0.565,53.99,0
"São Tomás de Aquino","Minas Gerais",316510,46.42,11.37,0.7,25.98,411.5,593.38,44.1992709599028,0.595,57.9,1
"São Thomé das Letras","Minas Gerais",316520,56.58,19.99,0.667,26.43,398.03,428.33,7.61249152073965,0.531,57.06,5.34
"São Vicente de Minas","Minas Gerais",316530,59.78,6,0.715,69.76,407.91,527.55,29.3299992645436,0.619,58.84,3.65
"Sapucaí-Mirim","Minas Gerais",316540,67.34,1.95,0.68,31.4,410.42,497.65,21.253837532284,0.582,59.64,7.14
"Sardoá","Minas Gerais",316550,51.11,1.62,0.636,5.73,236.72,321.6,35.8567083474147,0.521,69.51,1.14
"Sarzedo","Minas Gerais",316553,44.26,17.09,0.734,30.26,360.48,648.26,79.8324456280515,0.588,53.68,4.17
"Setubinha","Minas Gerais",316555,25.11,0.71,0.542,15.38,154.73,224.63,45.1754669424158,0.387,92.32,0.58
"Sem-Peixe","Minas Gerais",316556,26.55,0,0.654,33.98,206.01,386.22,87.4763361001893,0.506,60.02,2.69
"Senador Amaral","Minas Gerais",316557,76.97,18.28,0.661,5.02,368.19,385.29,4.64434123686141,0.524,55.35,1.24
"Senador Cortes","Minas Gerais",316560,60.39,18.37,0.674,37.38,270.6,581.34,114.833702882483,0.52,58.23,19.83
"Senador Firmino","Minas Gerais",316570,73.65,0.76,0.644,39.69,278.81,426.49,52.9679710196908,0.572,60.34,1.08
"Senador José Bento","Minas Gerais",316580,47.32,6.83,0.684,37.68,508.96,493.87,-2.96486953788116,0.595,41.89,0
"Senador Modestino Gonçalves","Minas Gerais",316590,72.95,7.52,0.62,27.88,182.52,271.55,48.7782160859084,0.483,73.69,0
"Senhora de Oliveira","Minas Gerais",316600,45.09,2,0.631,19.83,183.24,339.95,85.5217201484392,0.477,58.16,0
"Senhora do Porto","Minas Gerais",316610,35.85,5.36,0.565,34.75,205.94,324.4,57.5216082354084,0.409,67.22,0
"Senhora dos Remédios","Minas Gerais",316620,54.48,3.53,0.626,13.73,184.12,292.26,58.7334347164892,0.473,51.56,0.9
"Sericita","Minas Gerais",316630,12.36,0.76,0.56,1.03,379.64,338.3,-10.8892635128016,0.466,60.25,0
"Seritinga","Minas Gerais",316640,23.74,0,0.66,47.8,263.55,476.43,80.774046670461,0.532,55.46,0
"Serra Azul de Minas","Minas Gerais",316650,21.73,5.5,0.557,24.13,152.07,226.22,48.7604392713882,0.438,84.65,1.09
"Serra da Saudade","Minas Gerais",316660,84.71,52.32,0.677,33.5,539.51,494.31,-8.37797260477099,0.606,53.16,0
"Serra dos Aimorés","Minas Gerais",316670,61.01,15.81,0.651,55.12,248.39,464.82,87.1331374048875,0.544,65.46,8.02
"Serra do Salitre","Minas Gerais",316680,43.14,17.84,0.696,34.24,448.76,715.23,59.3791781798734,0.588,55.23,1.14
"Serrania","Minas Gerais",316690,46.37,7.89,0.677,32.32,376.12,470.34,25.0505157928321,0.597,58.75,0.89
"Serranópolis de Minas","Minas Gerais",316695,57.11,10.38,0.633,10.95,189.98,351.46,84.9984208864091,0.44,61.26,5.52
"Serranos","Minas Gerais",316700,36.06,3.58,0.643,36.65,219.37,425.18,93.818662533619,0.507,58.45,0
"Serro","Minas Gerais",316710,45.93,17.47,0.656,36.69,234.7,457.27,94.8317000426076,0.493,78.43,4.68
"Sete Lagoas","Minas Gerais",316720,72.16,20.94,0.76,62.55,555.25,809.26,45.7469608284556,0.66,49.59,10.55
"Silveirânia","Minas Gerais",316730,9.74,8.69,0.652,6.56,219.58,441.85,101.225066035158,0.557,59.31,0
"Silvianópolis","Minas Gerais",316740,78.43,20.28,0.699,42.45,528.11,647.64,22.6335422544546,0.576,52.79,3.45
"Simão Pereira","Minas Gerais",316750,50.5,14.47,0.638,58.89,389.32,442.7,13.7110859960958,0.569,54.17,0
"Simonésia","Minas Gerais",316760,49.2,4.28,0.632,17.73,289.52,383.01,32.291378833932,0.506,60.93,1.4
"Sobrália","Minas Gerais",316770,43.18,12.04,0.631,44.58,201.52,357.73,77.5158793171894,0.51,66.11,2.16
"Soledade de Minas","Minas Gerais",316780,48.79,9.82,0.697,26.63,316.66,526.23,66.1813932924904,0.594,52.38,0
"Tabuleiro","Minas Gerais",316790,51.09,7.27,0.681,32.07,292.68,503.88,72.1607216072161,0.554,59.41,0
"Taiobeiras","Minas Gerais",316800,61.98,14.08,0.67,20.66,256.46,426.91,66.4626062543867,0.519,62.43,6.25
"Taparuba","Minas Gerais",316805,74.55,1.28,0.645,26.29,267.24,344.16,28.7831162999551,0.554,53.43,0
"Tapira","Minas Gerais",316810,61.93,41.67,0.712,62.7,431.25,902,109.159420289855,0.578,51.71,2.92
"Tapiraí","Minas Gerais",316820,28.71,0,0.667,33.71,318.75,517.65,62.4,0.552,48.55,0
"Taquaraçu de Minas","Minas Gerais",316830,48.75,9.01,0.651,35.44,288.43,436.05,51.1805290711784,0.515,55.92,1.27
"Tarumirim","Minas Gerais",316840,54.35,8.57,0.633,28.61,257.76,364.41,41.3756983240224,0.525,61.28,0
"Teixeiras","Minas Gerais",316850,70.01,30.4,0.675,48.37,337.95,568.91,68.3414706317503,0.549,57.61,6.06
"Teófilo Otoni","Minas Gerais",316860,45.35,14.19,0.701,30.77,415.51,615.34,48.0927053500518,0.589,56.24,5.35
"Timóteo","Minas Gerais",316870,69.7,19.97,0.77,70.78,589.8,786.68,33.3808070532384,0.695,47.07,12.68
"Tiradentes","Minas Gerais",316880,70.24,25.21,0.74,37.59,521.35,802.39,53.9062050445958,0.61,47.7,10.85
"Tiros","Minas Gerais",316890,73.39,23.66,0.683,62.16,398.31,634.3,59.2478220481534,0.586,48.71,3.44
"Tocantins","Minas Gerais",316900,52.85,26.52,0.688,53.59,423.45,557.55,31.6684378320935,0.593,52.99,9.57
"Tocos do Moji","Minas Gerais",316905,71.65,4.53,0.696,24.15,289.73,489.05,68.7950850792117,0.55,44.41,0
"Toledo","Minas Gerais",316910,62.68,22.12,0.661,22.89,417.29,486.02,16.4705600421769,0.528,54.13,0.69
"Tombos","Minas Gerais",316920,69.79,19.78,0.718,43.13,368.03,621.05,68.7498301768878,0.606,49.46,8.2
"Três Corações","Minas Gerais",316930,43.34,15.56,0.744,35.89,555.14,749.86,35.075836725871,0.635,53.14,10.23
"Três Marias","Minas Gerais",316935,60.99,24.8,0.752,52.84,422.53,645.33,52.7299836697986,0.641,52.25,3.36
"Três Pontas","Minas Gerais",316940,62.59,28.19,0.731,35.76,545.62,682.15,25.0229097173857,0.626,52.96,6.19
"Tumiritinga","Minas Gerais",316950,63.24,23.65,0.626,26.86,238.99,366.89,53.516883551613,0.468,63.38,3.7
"Tupaciguara","Minas Gerais",316960,57.86,21.15,0.719,50.96,491.66,665.76,35.4106496359273,0.634,53.09,13.04
"Turmalina","Minas Gerais",316970,69.02,27.53,0.682,27.27,250.78,446.26,77.9487997447962,0.516,68.81,5.18
"Turvolândia","Minas Gerais",316980,61.1,17.37,0.696,39.07,397.58,649.97,63.4815634589265,0.584,52.96,0
"Ubá","Minas Gerais",316990,70.34,13.86,0.724,50.7,517.54,739.56,42.8990995865054,0.628,50.22,4.35
"Ubaí","Minas Gerais",317000,52.44,12.94,0.609,23.03,155.28,247.91,59.6535291087069,0.456,76.42,2.95
"Ubaporanga","Minas Gerais",317005,56.61,9.12,0.614,23.77,294.44,342.3,16.2545849748676,0.512,60.69,0.5
"Uberaba","Minas Gerais",317010,54.35,28.22,0.772,38.87,790.5,978.01,23.7204301075269,0.692,46.17,11.48
"Uberlândia","Minas Gerais",317020,57.78,32.96,0.789,48.13,768.83,1001.45,30.2563635654176,0.702,45.02,13.36
"Umburatiba","Minas Gerais",317030,48.84,2.4,0.638,34.44,184.46,332.13,80.0552965412556,0.462,63.09,0
"Unaí","Minas Gerais",317040,50.34,14.25,0.736,24.59,681.53,720.51,5.71948410194709,0.651,52.7,2.92
"União de Minas","Minas Gerais",317043,71.09,15.99,0.672,8.13,391.96,562.84,43.5962853352383,0.533,51.42,2.11
"Uruana de Minas","Minas Gerais",317047,66.47,10.1,0.664,26.07,168.52,360.58,113.968668407311,0.477,62.34,4
"Urucânia","Minas Gerais",317050,75.47,17.42,0.633,46.16,283.38,397.46,40.2568988637166,0.54,61.65,7.77
"Urucuia","Minas Gerais",317052,20.99,9.68,0.619,4.97,173.98,259.38,49.0861018507875,0.459,73.78,1.65
"Vargem Alegre","Minas Gerais",317057,65.21,10.84,0.631,26.84,217.24,407.13,87.4102375253176,0.526,59.73,6.16
"Vargem Bonita","Minas Gerais",317060,86.76,23.33,0.696,19.72,393.17,508.67,29.3766055395885,0.591,45.43,8.66
"Vargem Grande do Rio Pardo","Minas Gerais",317065,48.5,9.75,0.634,23.2,161.34,265.02,64.2618073633321,0.451,74.72,0
"Varginha","Minas Gerais",317070,64.86,23.51,0.778,37.11,753.95,904.57,19.9774520856821,0.702,46.77,8.55
"Varjão de Minas","Minas Gerais",317075,61.38,3.25,0.711,43.32,343.98,528.14,53.5379963951393,0.583,60.88,1.75
"Várzea da Palma","Minas Gerais",317080,63.58,9.89,0.666,27.39,299.13,413.59,38.2642998027613,0.563,61.05,3.94
"Varzelândia","Minas Gerais",317090,54.89,9.58,0.594,14.19,147.51,238.92,61.9686800894855,0.419,84,2.5
"Vazante","Minas Gerais",317100,32.23,19.39,0.742,15.36,509.74,650.88,27.6886255738219,0.619,48.66,2.99
"Verdelândia","Minas Gerais",317103,43.5,9.33,0.584,26.33,119.94,233.27,94.4889111222278,0.358,85.94,2.6
"Veredinha","Minas Gerais",317107,61.62,21.4,0.632,18.24,180.82,293.08,62.0838402831545,0.481,69.23,2.48
"Veríssimo","Minas Gerais",317110,70.67,24.81,0.667,21.06,512.7,560.98,9.41681295104349,0.557,50.87,0
"Vermelho Novo","Minas Gerais",317115,17.16,1.19,0.612,12.1,273.8,355.42,29.8100803506209,0.504,58.97,0
"Vespasiano","Minas Gerais",317120,47.94,16.89,0.688,38.95,399.02,539.05,35.0934790236078,0.598,53.16,4.74
"Viçosa","Minas Gerais",317130,52.59,39.72,0.775,36.52,650.03,892.25,37.2628955586665,0.677,47.33,15.65
"Vieiras","Minas Gerais",317140,70.36,0,0.668,50.69,320.6,386.39,20.5208983156581,0.548,55.96,3.56
"Mathias Lobato","Minas Gerais",317150,47.53,23.36,0.612,47.24,243.21,326.18,34.1145512108877,0.52,72.93,0
"Virgem da Lapa","Minas Gerais",317160,42.33,14.6,0.61,18.81,217.8,305.36,40.2020202020202,0.513,67.47,2.23
"Virgínia","Minas Gerais",317170,38.69,8.33,0.651,37.27,267.89,415.41,55.0673784015828,0.527,54.51,0.72
"Virginópolis","Minas Gerais",317180,61.09,14.99,0.675,51.93,292.82,423.01,44.4607608769893,0.573,68.04,2.34
"Virgolândia","Minas Gerais",317190,50.76,2.56,0.62,14.28,187.8,339.03,80.5271565495207,0.486,71.06,1.25
"Visconde do Rio Branco","Minas Gerais",317200,79.57,25.37,0.709,58.4,447.48,658.96,47.2602127469384,0.599,52.32,10.3
"Volta Grande","Minas Gerais",317210,74.45,21.18,0.669,42.8,391.89,515.46,31.5318073949323,0.583,59.35,4.16
"Wenceslau Braz","Minas Gerais",317220,57.63,9.87,0.678,43.45,444.62,439.73,-1.09981557284872,0.57,50.32,4.96
"AFONSO CLÁUDIO","Espírito Santo",320010,44.93,25.94,0.667,23.78,359.81,489.59,36.0690364358967,0.553,54.9,5.83
"ÁGUIA BRANCA","Espírito Santo",320013,46.85,22.03,0.678,28.56,333.79,487.28,45.9840019173732,0.539,53.71,8.75
"ÁGUA DOCE DO NORTE","Espírito Santo",320016,52.91,7.72,0.652,26.26,252.68,377.39,49.3549153078993,0.527,59.67,1.85
"ALEGRE","Espírito Santo",320020,55.74,33.92,0.721,45.26,426.17,655.72,53.8634817091771,0.616,59.13,11.87
"ALFREDO CHAVES","Espírito Santo",320030,70.34,36.78,0.71,51,387.77,634.97,63.7491296387034,0.604,50.4,19.57
"ALTO RIO NOVO","Espírito Santo",320035,66.25,25.58,0.664,33.75,344.14,413.59,20.1807403963503,0.564,56.35,12.28
"ANCHIETA","Espírito Santo",320040,65.16,50.02,0.73,58.93,456.42,608.42,33.3026598308575,0.627,53.18,23.46
