"name","group","id","Taxa de frequência líquida à pré-escola","% de 0 a 3 anos na escola","IDHM","Taxa de frequência líquida à pré-escola 2000","Renda per capita 2000","Renda per capita 2010","% Variação renda per capita 2000-2010","IDHM 2000","Razão de dependência 2000","% de 0 a 3 anos na escola"
"APIACÁ","Espírito Santo",320050,44.34,12.55,0.673,47,354.28,482.94,36.315908321102,0.553,57.01,11.87
"ARACRUZ","Espírito Santo",320060,64.56,32.28,0.752,53.61,497.72,695.25,39.6869725950333,0.638,56.95,13.86
"ATILIO VIVACQUA","Espírito Santo",320070,50.4,29.72,0.708,37.34,330.86,493.81,49.2504382518286,0.574,56.08,17.93
"BAIXO GUANDU","Espírito Santo",320080,51.03,25.13,0.702,41.08,371.49,516.34,38.991628307626,0.592,55.52,15.06
"BARRA DE SÃO FRANCISCO","Espírito Santo",320090,42.68,18.07,0.683,22.3,365.47,527.84,44.4277232057351,0.565,56.24,2.79
"BOA ESPERANÇA","Espírito Santo",320100,67.12,19.65,0.679,35.39,342.88,460.69,34.3589594027065,0.564,58.84,9.42
"BOM JESUS DO NORTE","Espírito Santo",320110,82.57,39.56,0.734,68.63,396.45,584.06,47.3224870727708,0.622,52.67,24.13
"BREJETUBA","Espírito Santo",320115,54.62,11.27,0.656,19.46,389.27,402.56,3.41408277031367,0.509,59.75,0.81
"CACHOEIRO DE ITAPEMIRIM","Espírito Santo",320120,60.38,34.9,0.746,45.66,544.76,763.71,40.1920111608782,0.631,51.74,10
"CARIACICA","Espírito Santo",320130,48.01,15.64,0.718,39.35,432.25,620.89,43.6414112203586,0.613,51.62,6.39
"CASTELO","Espírito Santo",320140,63.99,28.83,0.726,59.44,514.86,636.49,23.623897758614,0.651,50.13,8.58
"COLATINA","Espírito Santo",320150,57.86,29.31,0.746,51.83,557.04,788.29,41.5140743932213,0.657,49.02,15.26
"CONCEIÇÃO DA BARRA","Espírito Santo",320160,60.76,24.71,0.681,44.66,312.62,450.71,44.1718380142025,0.57,64.61,22.38
"CONCEIÇÃO DO CASTELO","Espírito Santo",320170,66.68,31.41,0.67,40.99,342.8,567.83,65.644690781797,0.551,54.4,5.57
"DIVINO DE SÃO LOURENÇO","Espírito Santo",320180,36.12,3.52,0.632,18.44,199.21,383.78,92.6509713367803,0.47,64.89,0
"DOMINGOS MARTINS","Espírito Santo",320190,48.01,22.57,0.669,27.59,434.64,551.74,26.9418369225106,0.541,53.62,5.13
"DORES DO RIO PRETO","Espírito Santo",320200,71.09,2.84,0.654,42.29,484.58,414.87,-14.3856535556564,0.57,56.94,2.04
"ECOPORANGA","Espírito Santo",320210,69.71,28.93,0.662,42.54,308.06,406.49,31.9515678763877,0.542,58.51,11.53
"FUNDÃO","Espírito Santo",320220,74.14,20.61,0.718,62.02,453.81,657.18,44.8139089046076,0.598,54.5,14.52
"GOVERNADOR LINDENBERG","Espírito Santo",320225,52.06,24.08,0.694,19.19,317.38,515.11,62.3007120801563,0.544,50.5,8.78
"GUAÇUÍ","Espírito Santo",320230,70.95,20.73,0.703,48.22,500.5,587.91,17.4645354645355,0.599,58.06,4.81
"GUARAPARI","Espírito Santo",320240,54.91,19.94,0.731,42.4,550.19,830.51,50.9496719315146,0.637,51.33,10.34
"IBATIBA","Espírito Santo",320245,54.4,13.74,0.647,34.82,426.73,458.35,7.40983760223092,0.542,58.04,1.18
"IBIRAÇU","Espírito Santo",320250,47.02,24.65,0.726,57.5,588.5,764.33,29.8776550552252,0.652,55.13,14.3
"IBITIRAMA","Espírito Santo",320255,25.3,17.2,0.622,15.36,347.67,353.86,1.78042396525441,0.483,63.82,1.09
"ICONHA","Espírito Santo",320260,74.74,35.48,0.729,77.12,655.48,660.78,0.808567767132476,0.654,47.48,12.41
"IRUPI","Espírito Santo",320265,57.38,12.83,0.637,13.85,390.68,481.28,23.19033480086,0.486,59.86,0.84
"ITAGUAÇU","Espírito Santo",320270,56.32,24.28,0.702,45.54,400.42,522.25,30.4255531691724,0.612,53.35,13.24
"ITAPEMIRIM","Espírito Santo",320280,55.7,18.97,0.654,27.91,313.96,428.61,36.5173907504141,0.525,57.4,4.71
"ITARANA","Espírito Santo",320290,51.08,18.24,0.684,41.29,398.1,607.49,52.597337352424,0.581,53.09,8.66
"IÚNA","Espírito Santo",320300,33.74,14.22,0.666,16.09,450.23,501.21,11.3231015258868,0.531,58.44,1.51
"JAGUARÉ","Espírito Santo",320305,71.2,31.42,0.678,26.67,367.52,543.6,47.9103178058337,0.524,59.59,4.66
"JERÔNIMO MONTEIRO","Espírito Santo",320310,67.5,11.32,0.698,55.75,397.96,566.32,42.3057593728013,0.6,59.1,4.48
"JOÃO NEIVA","Espírito Santo",320313,64.6,28.31,0.753,60.82,449.66,859.01,91.0354490059156,0.658,50.94,8.8
"LARANJA DA TERRA","Espírito Santo",320316,66.6,12.48,0.656,45.61,326.35,411.93,26.2233798069557,0.551,49.68,3.3
"LINHARES","Espírito Santo",320320,67.29,31.89,0.724,58.9,509.56,711.38,39.6067195227255,0.621,56.09,12.71
"MANTENÓPOLIS","Espírito Santo",320330,52.58,15.27,0.657,35.25,331.46,417.83,26.0574428286973,0.528,58.89,7.83
"MARATAÍZES","Espírito Santo",320332,58.76,29.77,0.696,32.33,446.3,538.07,20.5624019717679,0.592,54.05,2.67
"MARECHAL FLORIANO","Espírito Santo",320334,63.2,21.91,0.71,41.26,484.9,683.63,40.983707981027,0.585,54.3,4.15
"MARILÂNDIA","Espírito Santo",320335,66.47,11.92,0.696,42.12,363.52,510.91,40.545224471831,0.597,47.63,3.32
"MIMOSO DO SUL","Espírito Santo",320340,54.66,15.06,0.67,38.26,364.86,523.04,43.3536150852382,0.572,54.18,2.16
"MONTANHA","Espírito Santo",320350,46.65,20.86,0.667,18.95,414.43,547.46,32.0995101705958,0.558,57.64,8.76
"MUCURICI","Espírito Santo",320360,46.34,31.21,0.666,46.14,209.38,372.63,77.9682873244818,0.519,61.38,6.48
"MUNIZ FREIRE","Espírito Santo",320370,45.66,11.02,0.645,26.75,467.1,421.86,-9.68529222864483,0.54,62.33,2.63
"MUQUI","Espírito Santo",320380,59.83,19.22,0.694,55.23,427.99,528.68,23.5262506133321,0.589,56.55,8.22
"NOVA VENÉCIA","Espírito Santo",320390,47.39,14.96,0.712,40.23,433.36,592.06,36.6208233339487,0.627,56.29,7.94
"PANCAS","Espírito Santo",320400,55.84,24.99,0.667,28.83,305.33,451.21,47.777814168277,0.527,57.31,7.37
"PEDRO CANÁRIO","Espírito Santo",320405,66.52,14.63,0.654,43.8,283.72,437.08,54.0532919780065,0.544,61.63,12.63
"PINHEIROS","Espírito Santo",320410,52.49,18.22,0.673,43.53,316.24,509.45,61.0960030356691,0.567,56.17,12.79
"PIÚMA","Espírito Santo",320420,82.12,26.16,0.727,63.91,480.79,629.9,31.0135402150627,0.624,55.56,9.26
"PONTO BELO","Espírito Santo",320425,63.81,17.33,0.669,43.04,288.62,405.19,40.3887464486176,0.547,56.81,3.25
"PRESIDENTE KENNEDY","Espírito Santo",320430,58,20.55,0.657,44.79,302.8,419.97,38.6955085865258,0.532,57.88,8.97
"RIO BANANAL","Espírito Santo",320435,59.93,23.97,0.681,26.69,417.63,550.55,31.8272154778153,0.567,51.23,6.01
"RIO NOVO DO SUL","Espírito Santo",320440,66.72,21.71,0.711,49.55,390.85,594.24,52.0378661890751,0.593,53.51,10.25
"SANTA LEOPOLDINA","Espírito Santo",320450,40.11,15.19,0.626,26.39,287.99,445.57,54.7171776797805,0.468,57.13,9.97
"SANTA MARIA DE JETIBÁ","Espírito Santo",320455,72.37,8.95,0.671,26.84,434.18,603.33,38.9584964761159,0.502,58.52,2.82
"SANTA TERESA","Espírito Santo",320460,57.06,15.68,0.714,21.91,532.31,716.25,34.5550525069978,0.62,52.08,1.95
"SÃO DOMINGOS DO NORTE","Espírito Santo",320465,56.07,12.35,0.682,29.98,313.9,547.57,74.4409047467347,0.562,53.3,6.64
"SÃO GABRIEL DA PALHA","Espírito Santo",320470,52.65,23.91,0.709,30.48,475.1,792.54,66.8154072826773,0.617,51.56,7.82
"SÃO JOSÉ DO CALÇADO","Espírito Santo",320480,75.83,32.66,0.688,51.36,416.83,514.57,23.4484082239762,0.608,56.62,13.23
"SÃO MATEUS","Espírito Santo",320490,50.53,24.37,0.735,39.58,459.54,699.99,52.3240631936284,0.61,57.3,10.81
"SÃO ROQUE DO CANAÃ","Espírito Santo",320495,70.3,22.35,0.7,62.29,378.34,572.42,51.2977744885553,0.603,50.29,9.06
"SERRA","Espírito Santo",320500,41.74,24.18,0.739,28.75,472.25,705.89,49.4737956590789,0.634,51.94,9.47
"SOORETAMA","Espírito Santo",320501,65.18,19.38,0.662,43.23,316.51,457.49,44.5420365865218,0.523,62.54,4.9
"VARGEM ALTA","Espírito Santo",320503,58.26,12.74,0.663,41.1,381.72,480.01,25.7492402808341,0.555,56.6,1.93
"VENDA NOVA DO IMIGRANTE","Espírito Santo",320506,81.27,27.35,0.728,61.36,586.55,754.66,28.6608132299037,0.654,49.48,6.03
"VIANA","Espírito Santo",320510,50.23,25.16,0.686,38.77,351.8,523.61,48.8374076179648,0.592,51.51,7.65
"VILA PAVÃO","Espírito Santo",320515,61.74,23.09,0.681,23.02,262.74,449.3,71.0055568242369,0.518,56.34,7.9
"VILA VALÉRIO","Espírito Santo",320517,39.59,9.19,0.675,23.6,373.04,569.82,52.7503752948746,0.515,56.3,1.71
"VILA VELHA","Espírito Santo",320520,49.69,27.83,0.8,38.98,877.6,1211.79,38.0799908842297,0.709,45.67,14.79
"VITÓRIA","Espírito Santo",320530,51.25,52.86,0.845,53.64,1315.63,1866.58,41.8772755257937,0.759,43.77,30.6
"ANGRA DOS REIS","Rio de Janeiro",330010,48.11,24.64,0.724,38.13,563.68,798.68,41.6903207493613,0.599,49.59,10.51
"APERIBÉ","Rio de Janeiro",330015,81,53.43,0.692,64.67,488.93,516.14,5.5652138342912,0.62,48.12,26.64
"ARARUAMA","Rio de Janeiro",330020,58.57,28.14,0.718,41.06,518.71,680.88,31.2640974725762,0.579,54.41,8.99
"AREAL","Rio de Janeiro",330022,70.89,21.01,0.684,42.35,512.35,571.74,11.5916853713282,0.611,53.71,13.83
"ARMAÇÃO DOS BÚZIOS","Rio de Janeiro",330023,68.11,15.69,0.728,47.61,762.32,851.39,11.6840696820233,0.604,48.31,8.54
"ARRAIAL DO CABO","Rio de Janeiro",330025,74.75,40.12,0.733,70.49,603.14,714.47,18.4584010345857,0.632,47.38,15.95
"BARRA DO PIRAÍ","Rio de Janeiro",330030,76.5,26.03,0.733,67.61,543.44,719.16,32.3347563668482,0.626,47.81,12.1
"BARRA MANSA","Rio de Janeiro",330040,67.61,16.1,0.729,41.74,569.44,705.1,23.8234054509694,0.641,46.72,8.28
"BELFORD ROXO","Rio de Janeiro",330045,50.06,21.71,0.684,43.98,378.74,491.51,29.7750435655067,0.57,52.79,7.46
"BOM JARDIM","Rio de Janeiro",330050,77.81,28.02,0.66,52.53,477.65,649.62,36.0033497330681,0.561,51.12,12.95
"BOM JESUS DO ITABAPOANA","Rio de Janeiro",330060,67.27,47.05,0.732,61.97,475.1,717.69,51.0608292990949,0.625,53.33,16.89
"CABO FRIO","Rio de Janeiro",330070,55.7,26.09,0.735,46.55,630.38,815.75,29.4060725276817,0.614,52.33,10.28
"CACHOEIRAS DE MACACU","Rio de Janeiro",330080,58.55,16.53,0.7,53.74,438.38,604.45,37.8826588804234,0.58,52.02,11.78
"CAMBUCI","Rio de Janeiro",330090,73.88,39.49,0.691,57.19,393.34,524.88,33.4418060710835,0.599,50.79,18.88
"CARAPEBUS","Rio de Janeiro",330093,80.32,14,0.713,72.27,402.08,620.35,54.2852168722642,0.579,51.23,25.94
"COMENDADOR LEVY GASPARIAN","Rio de Janeiro",330095,83.7,37.31,0.685,77.71,386.19,537.66,39.2216266604521,0.597,48.98,10.5
"CAMPOS DOS GOYTACAZES","Rio de Janeiro",330100,57.85,40.57,0.716,60.3,490.87,682.59,39.057184183185,0.618,51.91,20.11
"CANTAGALO","Rio de Janeiro",330110,76.11,21.23,0.709,70.14,511.26,641.61,25.4958338223213,0.612,52.88,21.03
"CARDOSO MOREIRA","Rio de Janeiro",330115,71.85,32.39,0.648,59.66,327.08,465.04,42.179283355754,0.52,54.39,15.79
"CARMO","Rio de Janeiro",330120,76.75,32.04,0.696,69.48,547.72,559.66,2.17994595778864,0.621,51.71,8.72
"CASIMIRO DE ABREU","Rio de Janeiro",330130,67.42,29.73,0.726,78.13,566.64,768.45,35.6152054214316,0.619,50.59,23.12
"CONCEIÇÃO DE MACABU","Rio de Janeiro",330140,75.77,31.37,0.712,69.82,431.82,614.57,42.3208744384234,0.615,54.69,19.36
"CORDEIRO","Rio de Janeiro",330150,78.37,34.73,0.729,81.38,544.35,724.29,33.0559382750069,0.644,50.1,11.72
"DUAS BARRAS","Rio de Janeiro",330160,69.26,33.15,0.659,55.99,383.63,540.35,40.8518624716524,0.543,57.28,15.62
"DUQUE DE CAXIAS","Rio de Janeiro",330170,46.94,21.89,0.711,40.76,463.23,592.81,27.9731450899121,0.601,51.61,8.88
"ENGENHEIRO PAULO DE FRONTIN","Rio de Janeiro",330180,80.52,23.89,0.722,66.1,470.64,529.05,12.4107598164202,0.604,48.27,11.48
"GUAPIMIRIM","Rio de Janeiro",330185,45.84,19.56,0.698,34.97,471.04,594.06,26.1166779891304,0.572,55.32,5.68
"IGUABA GRANDE","Rio de Janeiro",330187,64.81,35.15,0.761,53.02,639.25,818.01,27.9640203363316,0.626,50.33,11.35
"ITABORAÍ","Rio de Janeiro",330190,60.39,21.74,0.693,40.89,410.66,584.35,42.2953294696343,0.553,50.13,8.11
"ITAGUAÍ","Rio de Janeiro",330200,54.47,22.39,0.715,43.62,493.91,635.5,28.6671660828896,0.589,51.72,7.84
"ITALVA","Rio de Janeiro",330205,64.99,27.85,0.688,50.94,423.64,593.88,40.1850627891606,0.561,50.07,11.58
"ITAOCARA","Rio de Janeiro",330210,74.55,34.28,0.713,75.87,566.3,607.18,7.21878862793572,0.627,48.13,17.43
"ITAPERUNA","Rio de Janeiro",330220,68.8,26.16,0.73,65.27,516.31,688.83,33.4140342042572,0.624,48.06,14.1
"ITATIAIA","Rio de Janeiro",330225,73.78,16.45,0.737,70.58,581.18,773.48,33.0878557417668,0.653,49.38,20.03
"JAPERI","Rio de Janeiro",330227,45.85,14.43,0.659,30.16,327.8,420.15,28.1726662599146,0.529,58.62,4.63
"LAJE DO MURIAÉ","Rio de Janeiro",330230,84.1,16.12,0.668,65.62,328.15,453.97,38.3422215450252,0.561,53.78,14.49
"MACAÉ","Rio de Janeiro",330240,65.31,31.26,0.764,68.6,786.54,1103.42,40.2878429577644,0.665,48.32,21.38
"MACUCO","Rio de Janeiro",330245,85.61,30.7,0.703,47.55,448.22,574.96,28.2762928918834,0.625,49.37,8.67
"MAGÉ","Rio de Janeiro",330250,49.31,19.83,0.709,29.02,428.24,567.59,32.5401643937979,0.573,55.09,4.71
"MANGARATIBA","Rio de Janeiro",330260,49.33,31.27,0.753,70.57,656.28,832.15,26.7980130432133,0.642,51.8,17.74
"MARICÁ","Rio de Janeiro",330270,59.48,26.42,0.765,53.95,641.83,910.41,41.8459716747425,0.637,48.2,9.71
"MENDES","Rio de Janeiro",330280,80.4,42.96,0.736,85.26,601.1,649.4,8.03526867409748,0.642,47.59,10.89
"MESQUITA","Rio de Janeiro",330285,57.37,25.09,0.737,49.41,523.01,640.37,22.4393415039865,0.634,48.21,11.23
"MIGUEL PEREIRA","Rio de Janeiro",330290,73.11,18.32,0.745,64.34,778.21,801.63,3.00947045142056,0.642,53.54,10.32
"MIRACEMA","Rio de Janeiro",330300,71.17,35.46,0.713,68.02,468.5,608.62,29.9082177161153,0.615,55,26.16
"NATIVIDADE","Rio de Janeiro",330310,69.52,46.48,0.73,66.92,479.68,653.23,36.1803702468312,0.626,54.23,24.84
"NILÓPOLIS","Rio de Janeiro",330320,60.97,24.71,0.753,53.8,599,755.26,26.0868113522538,0.656,46.16,13.96
"NITERÓI","Rio de Janeiro",330330,63.26,40.24,0.837,67.77,1596.51,2000.29,25.2914169031199,0.771,43.73,27.91
"NOVA FRIBURGO","Rio de Janeiro",330340,68.69,40.22,0.745,59.49,723.34,894.75,23.6970166173584,0.654,45.54,15.85
"NOVA IGUAÇU","Rio de Janeiro",330350,52.24,16.98,0.713,42.58,474.8,591,24.4734625105307,0.597,51.54,9.3
"PARACAMBI","Rio de Janeiro",330360,66.81,21.53,0.72,59.51,538.67,580.49,7.76356581951845,0.615,46.03,7.11
"PARAÍBA DO SUL","Rio de Janeiro",330370,56.25,33.47,0.702,66.57,524.64,613.56,16.9487648673376,0.619,50.68,10.27
"PARATY","Rio de Janeiro",330380,38.76,11.22,0.693,24.89,616.65,734.36,19.0886240168653,0.583,55.28,8.27
"PATY DO ALFERES","Rio de Janeiro",330385,65.14,13.26,0.671,45.23,416.61,562.52,35.0231631501884,0.541,57.82,2.35
"PETRÓPOLIS","Rio de Janeiro",330390,49.28,29.8,0.745,42.88,790.41,922.49,16.7103148998621,0.649,48.17,12.52
"PINHEIRAL","Rio de Janeiro",330395,49.38,13.01,0.715,48.6,481.43,657.99,36.6740751511123,0.614,48.29,5.81
"PIRAÍ","Rio de Janeiro",330400,74.87,28.83,0.708,75.78,532.6,678.3,27.3563650018776,0.612,49.9,7.23
"PORCIÚNCULA","Rio de Janeiro",330410,79.01,40.29,0.697,75.61,356.24,615.63,72.8132719514934,0.572,57.29,20.81
"PORTO REAL","Rio de Janeiro",330411,61.99,8.33,0.713,62.43,438.1,577.07,31.7210682492582,0.568,52.08,2.42
"QUATIS","Rio de Janeiro",330412,73.98,14.48,0.69,48.48,479.14,535.96,11.8587469215678,0.591,50.39,2.66
"QUEIMADOS","Rio de Janeiro",330414,52.92,14.54,0.68,41.07,376.53,484.4,28.6484476668526,0.55,54.94,6.1
"QUISSAMÃ","Rio de Janeiro",330415,66.81,41.58,0.704,57.19,377.95,616.31,63.0665431935441,0.561,56,18.52
"RESENDE","Rio de Janeiro",330420,70.79,33.08,0.768,56.31,721.26,915.21,26.8904417269778,0.66,47.97,12.51
"RIO BONITO","Rio de Janeiro",330430,68.35,23.38,0.71,62.07,542.49,643.54,18.6270714667551,0.609,49.33,7.34
"RIO CLARO","Rio de Janeiro",330440,73.96,16.51,0.683,63.21,410.91,623.62,51.7655934389526,0.584,52.78,6.82
"RIO DAS FLORES","Rio de Janeiro",330450,50.96,53.99,0.68,81.07,377.68,499.13,32.1568523617877,0.603,53.73,12.39
"RIO DAS OSTRAS","Rio de Janeiro",330452,55.44,23.66,0.773,61.55,658.42,1051.19,59.6534127152881,0.62,50.54,14.79
"RIO DE JANEIRO","Rio de Janeiro",330455,58.49,33.92,0.799,52.78,1187.08,1492.63,25.7396300165111,0.716,46.48,18.12
"SANTA MARIA MADALENA","Rio de Janeiro",330460,50.53,43.54,0.668,48.73,395,522.66,32.3189873417721,0.573,55.17,22.17
"SANTO ANTÔNIO DE PÁDUA","Rio de Janeiro",330470,70.9,25.84,0.718,61.16,475.86,657.53,38.1771949733115,0.611,50.59,13.47
"SÃO FRANCISCO DE ITABAPOANA","Rio de Janeiro",330475,61.5,37.42,0.639,62.08,307.5,375.49,22.1105691056911,0.503,59.95,19.59
"SÃO FIDÉLIS","Rio de Janeiro",330480,60.86,31.2,0.691,57.2,418.24,567.23,35.6230872226473,0.59,52.33,15.23
"SÃO GONÇALO","Rio de Janeiro",330490,62.51,27.62,0.739,57.41,539,669.3,24.1743970315399,0.641,44.48,16.3
"SÃO JOÃO DA BARRA","Rio de Janeiro",330500,55.36,33.61,0.671,68.25,353.21,570.38,61.4846691769769,0.548,51.92,22.33
"SÃO JOÃO DE MERITI","Rio de Janeiro",330510,51.79,17.46,0.719,44.26,472.22,597.57,26.5448307992038,0.62,48.83,10.11
"SÃO JOSÉ DE UBÁ","Rio de Janeiro",330513,63.55,14.33,0.652,34.66,412.31,410.44,-0.453542237636731,0.542,47.05,2.3
"SÃO JOSÉ DO VALE DO RIO PRETO","Rio de Janeiro",330515,68.32,8.92,0.66,48.01,437.05,517.99,18.5196201807574,0.556,52.87,2.7
"SÃO PEDRO DA ALDEIA","Rio de Janeiro",330520,71.69,19.99,0.712,50.92,513.35,710.04,38.3149897730593,0.598,52.8,16.56
"SÃO SEBASTIÃO DO ALTO","Rio de Janeiro",330530,62.99,39.91,0.646,68.66,339.29,423.88,24.9314745497951,0.554,54.05,22.13
"SAPUCAIA","Rio de Janeiro",330540,55.93,9.3,0.675,39.16,506.59,558.94,10.3338005092876,0.586,52.03,7.93
"SAQUAREMA","Rio de Janeiro",330550,52.38,26.51,0.709,53.19,532.37,681.62,28.0350132426696,0.591,53.4,12.14
"SEROPÉDICA","Rio de Janeiro",330555,55.86,17.04,0.713,34.87,471.07,604.82,28.3928078629503,0.586,54.07,5.72
"SILVA JARDIM","Rio de Janeiro",330560,85.17,24.2,0.654,52.75,392.42,476.99,21.550889353244,0.546,60.46,7.02
"SUMIDOURO","Rio de Janeiro",330570,54.23,7.47,0.611,12.19,432.45,479.46,10.8706208810267,0.5,51.21,3.05
"TANGUÁ","Rio de Janeiro",330575,58.61,18.89,0.654,34.9,366.32,440.84,20.3428696221882,0.52,51.82,7.04
"TERESÓPOLIS","Rio de Janeiro",330580,41.19,28.01,0.73,35.75,723.68,859.79,18.8080367013045,0.627,50.64,11.6
"TRAJANO DE MORAES","Rio de Janeiro",330590,62.08,21.16,0.667,56.67,429.98,510.96,18.8334341132146,0.555,52.83,12.38
"TRÊS RIOS","Rio de Janeiro",330600,79.86,25.5,0.725,71.13,520.99,726.83,39.5093955738114,0.627,49.3,11.62
"VALENÇA","Rio de Janeiro",330610,68.95,34.3,0.738,64.38,535.61,675.62,26.1402886428558,0.627,51.96,13.67
"VARRE-SAI","Rio de Janeiro",330615,54.58,27.61,0.659,51.74,352.36,418.62,18.8046316267454,0.522,56.67,9.98
"VASSOURAS","Rio de Janeiro",330620,80.56,30.63,0.714,63.46,580.27,701.06,20.8161717821014,0.62,54.19,10.04
"VOLTA REDONDA","Rio de Janeiro",330630,68.2,31.28,0.771,51.78,694.79,920.51,32.4875142129277,0.682,45.1,13.09
"ADAMANTINA","São Paulo",350010,80.84,31.76,0.79,43.33,696.1,975.43,40.1278551932194,0.721,48.59,6.58
"ADOLFO","São Paulo",350020,52.6,38.46,0.73,68.42,439.57,661.65,50.5221011443001,0.667,49.51,20.48
"AGUAÍ","São Paulo",350030,53.16,9.06,0.715,24.73,610.66,636.07,4.16107162741953,0.642,52.85,1.55
"ÁGUAS DA PRATA","São Paulo",350040,67.08,14.9,0.781,58.15,680.16,853.39,25.4690072924018,0.692,53.35,5.01
"ÁGUAS DE LINDÓIA","São Paulo",350050,71.59,31.47,0.745,66.11,805.89,730.13,-9.40078670786336,0.695,50.73,18.23
"ÁGUAS DE SANTA BÁRBARA","São Paulo",350055,73.37,30.38,0.757,38.41,612.97,818.15,33.4730900370328,0.668,57.98,5.87
"ÁGUAS DE SÃO PEDRO","São Paulo",350060,79.93,59.63,0.854,25.69,1759.76,1580.72,-10.174114651998,0.791,51,49.55
"AGUDOS","São Paulo",350070,79.48,36.11,0.745,44.22,530.21,642.59,21.1953754172875,0.669,54.15,6.36
"ALAMBARI","São Paulo",350075,51.75,16.99,0.712,16.63,429.24,556.36,29.6151337247228,0.572,58.15,3.94
"ALFREDO MARCONDES","São Paulo",350080,87.79,17.31,0.741,46.46,443.27,558.38,25.9683714214813,0.646,50.1,4.83
"ALTAIR","São Paulo",350090,80.42,20.93,0.687,21.17,436.52,616.38,41.2031522037937,0.605,51.76,15.38
"ALTINÓPOLIS","São Paulo",350100,72.74,27.03,0.73,27.66,772.55,731.49,-5.31486635169244,0.658,52,7.83
"ALTO ALEGRE","São Paulo",350110,76.8,19.94,0.7,12.32,407.89,560.3,37.3654661796072,0.616,49.19,6.53
"ALUMÍNIO","São Paulo",350115,68.92,27.3,0.766,63.63,597.76,747.27,25.011710385439,0.682,50.3,2.88
"ÁLVARES FLORENCE","São Paulo",350120,64.11,24.87,0.728,30.51,496.24,627.14,26.3783653071095,0.665,46.9,9.24
"ÁLVARES MACHADO","São Paulo",350130,73.1,20.41,0.758,40.41,514.41,672.03,30.6409284422931,0.661,53.17,2.77
"ÁLVARO DE CARVALHO","São Paulo",350140,78.75,16.49,0.688,67.56,290.82,512.99,76.3943332645623,0.56,42.18,1.9
"ALVINLÂNDIA","São Paulo",350150,76.03,40.69,0.722,19.56,364.53,710.49,94.9057690725043,0.555,55.45,5.06
"AMERICANA","São Paulo",350160,78.4,41.18,0.811,62.42,937.29,1161.68,23.9402959596283,0.735,43.92,16.58
"AMÉRICO BRASILIENSE","São Paulo",350170,73.49,33.18,0.751,42.05,483.88,659.67,36.3292551872365,0.658,49.86,6.85
"AMÉRICO DE CAMPOS","São Paulo",350180,81.14,17.65,0.745,45.62,462.61,686.56,48.4101078662372,0.644,48.38,8.9
"AMPARO","São Paulo",350190,71.28,33.42,0.785,62.28,874.72,1027.6,17.4775928297055,0.716,48.04,18.2
"ANALÂNDIA","São Paulo",350200,69.63,23.54,0.754,25.72,625.27,823.33,31.6759160042862,0.685,52,8.86
"ANDRADINA","São Paulo",350210,79.78,25.31,0.779,57.91,707.79,919.36,29.8916345243646,0.717,47.73,10.18
"ANGATUBA","São Paulo",350220,81.98,15.07,0.719,40.07,499.03,597.99,19.8304711139611,0.612,53.49,8.14
"ANHEMBI","São Paulo",350230,69.8,34.97,0.721,24.35,492.76,554.16,12.4604269827096,0.626,59.07,7.3
"ANHUMAS","São Paulo",350240,81.8,40.99,0.741,35.91,325.95,561.82,72.3638594876515,0.585,52.41,3.18
"APARECIDA","São Paulo",350250,55.59,38.59,0.755,47.26,636.55,775.17,21.7767653758542,0.689,48.19,8.68
"APARECIDA D'OESTE","São Paulo",350260,86.88,21.7,0.721,0,488.92,611.22,25.0143172707191,0.626,49.23,7.3
