Código;Espacialidades;Taxa de desocupação - 18 anos ou mais 2010;Taxa de desocupação - 18 a 24 anos 2010;Taxa de desocupação - 25 a 29 anos 2010;IDHM 1991;IDHM 2000;IDHM 2010;IDHM Renda 1991;IDHM Renda 2000;IDHM Renda 2010;% de 0 a 5 anos na escola 2010;% de 18 a 24 anos na escola 2010;% de 25 a 29 anos na escola 2010;Taxa de frequência bruta à pré-escola 2010;Taxa de frequência bruta ao superior 2010;Taxa de frequência líquida à pré-escola 2010;Taxa de frequência líquida ao superior 2010;Renda per capita 1991;Renda per capita 2000;Renda per capita 2010
4111555;Ivaté;5.26;10.76;4.91;0.409;0.574;0.706;0.508;0.586;0.684;37;18.69;8.2;50.61;15.83;50.61;6.6;189.35;306.36;563.82
4111605;Ivatuba;2.49;4.06;7.1;0.575;0.7;0.766;0.7;0.685;0.718;66;54.1;19.83;97.4;56.19;79.15;43.89;624.43;568.53;699.09
5004700;Ivinhema;3.73;10.82;4.64;0.418;0.59;0.72;0.56;0.627;0.715;45;31.77;13.49;85.01;36.76;60.3;21.71;260.49;397.05;685.17
5211602;Ivolândia;4.54;8.67;4.56;0.389;0.563;0.704;0.543;0.602;0.68;34;26.17;6.1;62.48;26.17;54.54;17.58;234.98;339.74;551.05
4310751;Ivorá;1.86;5.76;3.03;0.512;0.637;0.724;0.573;0.593;0.712;28;29.33;4;41.44;31.5;26.31;18.46;283.23;320.71;670.27
4310801;Ivoti;2.75;5.26;1.83;0.551;0.697;0.784;0.685;0.73;0.78;63;29.37;14.48;82.24;42.33;70.87;21.13;567.58;749.24;1025.02
2607901;Jaboatão dos Guararapes;13.29;26.44;14.89;0.52;0.625;0.717;0.612;0.656;0.692;50;31.63;15.77;94.71;26.37;62.75;11.21;359.97;474.83;593.9;;0.7;;612.05;;0.69;;577.6
4208609;Jaborá;1.5;5.7;1.05;0.463;0.609;0.732;0.548;0.653;0.746;43;30.15;10.69;74.44;26.81;61.72;18.16;242.41;464.11;831.84
2917359;Jaborandi;17.16;33.72;24.46;0.235;0.374;0.613;0.398;0.433;0.572;28;19.89;13.74;57.23;10.17;48.76;4.97;94.93;118.09;281.14
3524204;Jaborandi;4.75;9.68;4.12;0.473;0.619;0.711;0.642;0.623;0.679;59;12.57;5.28;66.51;11.61;65.39;7.46;435.79;385.68;548.22
4111704;Jaboti;4.94;3.97;6.92;0.422;0.587;0.718;0.479;0.611;0.699;36;20.07;11.49;47.82;23.45;42.93;8.39;158;359.05;618.6
4310850;Jaboticaba;2.76;10.33;2.41;0.414;0.51;0.658;0.512;0.576;0.636;26;25.83;9.7;66.32;25.45;61.61;13.43;193.44;288.76;419.41
3524303;Jaboticabal;6.88;16.59;7.67;0.579;0.699;0.778;0.719;0.734;0.778;51;30.26;12.51;80.59;36.84;72.66;20.92;701.77;771.99;1015.51
3134608;Jaboticatubas;4.8;10.19;6.22;0.374;0.524;0.681;0.539;0.619;0.694;35;28.09;11.29;82.06;25.05;72.12;12.11;228.56;376.1;602.48
2405009;Jaçanã;4.77;13.28;3.74;0.341;0.458;0.604;0.391;0.519;0.559;40;26.47;8;83.46;12.03;58.06;8.19;90.92;202.11;259.77
2917409;Jacaraci;4.94;10.75;8.34;0.299;0.445;0.593;0.411;0.504;0.573;34;20.64;8.48;56.39;9.2;53.03;4.78;103.13;184.53;283.51
2507309;Jacaraú;8.02;14.12;11.76;0.242;0.367;0.558;0.399;0.461;0.554;33;30.13;10.79;74.26;17.93;68.06;9.38;95.97;141.23;250.76
1503754;Jacareacanga;6.26;9.27;9.32;0.242;0.371;0.505;0.512;0.543;0.577;39;34.84;22.33;36.33;6.4;23.92;3.63;193.98;234.36;289.16
2703403;Jacaré dos Homens;7.37;13.1;12.14;0.296;0.4;0.583;0.439;0.535;0.543;34;31.55;13.96;67.75;13.61;56.06;8.04;122.99;222.72;235.11
3524402;Jacareí;9.19;18.13;11.35;0.547;0.7;0.777;0.698;0.72;0.749;53;24.83;11.5;94.36;31.57;78.4;14.38;617.23;706.09;846.53
4111803;Jacarezinho;6.25;12.17;10.32;0.52;0.644;0.743;0.625;0.686;0.734;44;36.11;16.08;53.76;33.64;43.48;17.9;391.82;570.08;770.55
3524501;Jaci;4.13;7.05;5.11;0.476;0.633;0.723;0.573;0.672;0.7;48;24.95;2.37;92.36;23.21;70.33;19.53;282.8;524.55;624.57
5104807;Jaciara;5.4;10.13;9.44;0.495;0.634;0.735;0.623;0.668;0.728;42;30.33;21.93;51.04;40.13;43.59;17.29;385.96;510.85;742.81
3134707;Jacinto;7.45;16.31;10.05;0.323;0.471;0.62;0.447;0.503;0.595;32;25.79;10.42;66.49;12.32;64.37;4.74;129.06;182.59;325.42
4208708;Jacinto Machado;2.37;6.45;3.45;0.439;0.569;0.716;0.573;0.611;0.708;48;30.79;12.76;64.48;30.4;59.37;17.3;283;358.98;655.7
2917508;Jacobina;8.97;19.78;10.69;0.363;0.496;0.649;0.512;0.577;0.636;41;32.22;13.37;62.83;18.87;47.4;7.61;193.47;289.33;417.88
2205151;Jacobina do Piauí;9.97;20.31;12.42;0.176;0.333;0.535;0.372;0.422;0.509;47;28.44;10.6;55.74;12.39;50.33;4.4;80.86;110.45;190.04
3134806;Jacuí;3.07;6.08;3.04;0.386;0.556;0.668;0.532;0.622;0.682;19;25.51;8;43.75;25.85;43.75;14.06;219.22;384.64;558.14
2703502;Jacuípe;10.45;23.36;11.94;0.229;0.358;0.548;0.437;0.434;0.532;45;34.2;19;82.56;11.72;67.07;4.83;121.11;118.77;219.52
4310876;Jacuizinho;0.5;1.62;1.26;0.344;0.466;0.662;0.582;0.606;0.73;23;13.89;13.56;33.69;32.36;30.39;10.99;299.51;347.17;750.68
1503804;Jacundá;15.17;23.78;19.57;0.367;0.477;0.622;0.563;0.609;0.628;40;29.95;14.77;76.03;7.08;55.01;2.93;266.4;354.66;399.45
3524600;Jacupiranga;5.83;14.87;5.23;0.477;0.618;0.717;0.612;0.675;0.687;30;17.8;6.24;57.19;20.65;48.03;7.81;360.84;535.2;574.52
3134905;Jacutinga;1.67;3.56;1.09;0.514;0.632;0.715;0.62;0.726;0.722;49;22.95;7.13;95.64;17.51;83.54;12.85;378.24;734.54;717.25
4310900;Jacutinga;3.72;12.6;3.24;0.508;0.62;0.726;0.597;0.645;0.703;46;31.02;7.05;86.72;32.13;68.12;22.16;328.08;442.73;636.24
4111902;Jaguapitã;4.05;9.47;7.88;0.468;0.632;0.715;0.603;0.638;0.714;53;19.6;5.83;93.3;20.51;62.67;12.25;340.08;425.25;681.75
2917607;Jaguaquara;8.26;17.26;9.34;0.309;0.439;0.58;0.468;0.54;0.586;38;26.41;16.14;82.15;9.36;63.78;2.52;147.31;229.89;307.08
3135001;Jaguaraçu;6.5;11.33;5.01;0.426;0.561;0.679;0.512;0.569;0.667;33;20.49;5.16;73.96;10.01;53.09;7.23;194.15;276.51;508.65
4311007;Jaguarão;6.17;13.77;10.38;0.512;0.62;0.707;0.621;0.67;0.698;24;31.59;14.7;43.21;31.74;40.77;17.66;381.19;518.13;616.82
2917706;Jaguarari;10.05;17.38;11.91;0.318;0.465;0.659;0.458;0.526;0.644;46;31.84;9.5;80.49;12.68;54.91;5.26;138.61;211.42;439.23
3203056;Jaguaré;8.12;14.43;9.34;0.423;0.524;0.678;0.601;0.615;0.678;52;14.52;6.09;86.02;18.86;71.2;6.71;337.28;367.52;543.6
2306702;Jaguaretama;5.96;9.82;8.79;0.305;0.445;0.612;0.419;0.492;0.552;49;26.42;11.64;59.73;7.52;46.97;3.51;108.42;171.37;247.85
4311106;Jaguari;2.69;6.76;4.32;0.506;0.601;0.712;0.603;0.661;0.734;25;30.15;8.63;35.38;25.77;35.38;13.52;340.65;487.97;772.25
4112009;Jaguariaíva;6.74;13.98;5.91;0.457;0.617;0.743;0.623;0.64;0.698;33;20.3;10.99;42.26;21.05;30.68;9.04;385.7;428.69;616.79
2306801;Jaguaribara;4.94;9.42;11.51;0.361;0.468;0.618;0.462;0.489;0.575;54;23.39;10.13;61.53;16.13;52.19;6.6;141.56;167.59;287.08
2306900;Jaguaribe;6.62;14.39;6.67;0.37;0.518;0.621;0.464;0.543;0.58;49;24.63;10.44;54.95;11.28;41.89;5.37;143.54;234.76;294.97
2917805;Jaguaripe;5.12;10.28;4.13;0.271;0.407;0.556;0.455;0.465;0.552;39;32.44;12.14;65.12;7.47;48.88;2.07;135.33;144.45;247.75
3524709;Jaguariúna;6.19;13.57;7.03;0.533;0.715;0.784;0.717;0.738;0.782;50;26.22;15.53;74.31;36.31;66.38;16.95;695.06;791.17;1038.61
2307007;Jaguaruana;7.48;14.01;10.43;0.355;0.498;0.624;0.448;0.49;0.568;44;24;9.6;84.11;14.53;66.63;6.34;129.63;169.12;274.9
4208807;Jaguaruna;2.3;4.2;3.88;0.456;0.616;0.721;0.591;0.673;0.719;37;27.66;11.71;71.93;27.8;67.11;16.7;317.06;526.58;701.05
3135050;Jaíba;5.61;8.44;8.92;0.288;0.467;0.638;0.45;0.541;0.619;34;20.39;9.38;58.2;12.47;50.1;5.94;131.47;232.36;376.73
2205201;Jaicós;5.59;8.3;8.71;0.278;0.385;0.524;0.42;0.488;0.556;22;32.3;13.44;29.7;19.23;24.93;8.7;108.85;166.91;254.28
3524808;Jales;5.68;10.6;6.56;0.567;0.7;0.776;0.674;0.707;0.75;53;32.72;9.8;76.62;46.74;67.23;25.49;529.26;652.88;850.11
3524907;Jambeiro;4.95;10.25;3.4;0.457;0.645;0.756;0.592;0.673;0.727;44;18.16;7.85;94.03;23.02;69.39;11.28;318.49;526.51;738.52
3135076;Jampruca;5.62;13.14;10.83;0.342;0.469;0.609;0.494;0.511;0.605;31;40.12;23.71;60.45;12.9;57.95;6.55;172.87;192.32;344.6
3135100;Janaúba;10.16;19.74;10.17;0.429;0.58;0.696;0.53;0.585;0.654;45;26.6;14.81;93.4;25.69;74.56;13.29;216.22;304.07;468.29
5211701;Jandaia;6.13;12.84;6.25;0.444;0.59;0.707;0.589;0.616;0.69;34;25.65;7.55;59.51;25.41;57.55;14.14;312.49;370.66;586.84
4112108;Jandaia do Sul;3.29;8.14;4.85;0.551;0.66;0.747;0.628;0.683;0.741;41;41.02;9.71;70.48;42.51;54.17;25.58;397.53;561.05;803.28
2405108;Jandaíra;12.86;20.94;24.33;0.272;0.413;0.569;0.397;0.477;0.561;48;23.35;9.96;56.21;7.88;51.72;2.69;94.46;155.21;261.85
2917904;Jandaíra;10.34;20.53;12.1;0.265;0.375;0.55;0.401;0.428;0.511;48;41.04;9.31;71.28;3.29;58.18;1.48;97.18;114.94;192.11
3525003;Jandira;7.39;15.69;7.87;0.484;0.667;0.76;0.642;0.691;0.738;47;23.52;10.95;68.35;23.99;58.01;11.35;434.64;589.59;792.33
2405207;Janduís;5.92;9.59;7.46;0.339;0.471;0.615;0.417;0.487;0.567;71;25.79;10.18;52.51;12.13;50.47;6.34;107.26;165.99;272.39
5104906;Jangada;4.09;10.2;6.42;0.308;0.496;0.63;0.504;0.553;0.567;31;22.33;8.92;60.56;18.54;49.52;7.96;183.67;249.84;271.99
4112207;Janiópolis;2.35;5.04;2.44;0.439;0.578;0.696;0.591;0.571;0.688;46;24.85;7.69;62.03;28.63;54.56;14.54;316.03;279.7;577.55
3135209;Januária;8.11;18.79;12.42;0.391;0.541;0.658;0.509;0.543;0.611;28;28.3;12.68;58.41;21.09;52.1;9.26;190.05;234.92;359.19
2405306;Januário Cicco;3.32;5.07;4.14;0.31;0.424;0.574;0.422;0.443;0.511;51;24.56;10.95;68.61;8.8;58.69;1.9;110.51;126.33;192.34
3135308;Japaraíba;3.84;7.62;4.09;0.386;0.644;0.721;0.519;0.628;0.677;37;22.48;7.98;62.53;18.84;62.53;12.35;202.4;399.35;541.09
2703601;Japaratinga;11.09;23.27;12.35;0.331;0.414;0.57;0.437;0.49;0.56;41;30.28;7.87;87.31;7.65;65.42;3.91;121.44;168.79;260.92
2803302;Japaratuba;13.4;28.11;12.16;0.371;0.48;0.621;0.461;0.511;0.581;50;29.74;7.13;104.08;9.84;73.67;4.93;141.23;192.94;296.93
3302270;Japeri;11.1;22.59;12.3;0.419;0.529;0.659;0.543;0.597;0.637;35;24.91;8.05;60.39;6.62;45.85;3.14;235.1;327.8;420.15
2405405;Japi;5.56;11.17;11.85;0.301;0.395;0.569;0.389;0.38;0.528;39;19.52;9.78;35.65;6.83;33.95;4.54;89.76;85.31;214.04
4112306;Japira;3.99;10.79;3.64;0.394;0.579;0.696;0.491;0.619;0.675;29;19.87;10.58;40.14;18.03;35.31;7.37;170.19;376.29;534.19
2803401;Japoatã;7.87;14.46;14.56;0.284;0.406;0.56;0.413;0.466;0.551;43;33.08;15.81;87.6;6.58;68.05;2.54;104.64;145.44;246.68
3135357;Japonvar;4.78;10.07;7.96;0.224;0.424;0.608;0.373;0.423;0.556;23;11.44;4.05;35.9;12.79;32.9;3.87;81.6;111.23;254.77
5004809;Japorã;5.91;9.82;9.98;0.29;0.399;0.526;0.436;0.495;0.547;19;23.4;15.89;23.96;14.45;20.43;5.45;120.61;174.32;241.32
1302108;Japurá;9.76;18.5;19.11;0.208;0.304;0.522;0.482;0.515;0.552;51;40.92;29.83;39.24;8.64;19.71;2.86;160.66;197.57;248.6
4112405;Japurá;3.74;9.52;2.22;0.489;0.627;0.712;0.545;0.644;0.698;42;30.57;14.27;56.01;24.99;53.57;16.83;237.37;440.63;615.19
2607950;Jaqueira;17.71;33.96;18.84;0.255;0.394;0.575;0.44;0.463;0.557;32;33.53;16.02;65.71;8.13;53.66;4.38;123.36;142.47;256.76
4311122;Jaquirana;2.28;5.52;6.64;0.363;0.47;0.614;0.513;0.584;0.626;9;13.29;1.4;14.49;16.91;11.95;8.06;194.32;302.55;392.53
5211800;Jaraguá;3.08;5.59;2.7;0.393;0.56;0.699;0.549;0.621;0.692;28;19.43;4.92;54.45;16.71;50.91;9.94;243.23;381.84;595.02
4208906;Jaraguá do Sul;2.38;4.49;3;0.602;0.74;0.803;0.711;0.743;0.793;55;26.67;15.76;65.7;37.28;57.73;17.52;666.86;816.54;1111.85
5004908;Jaraguari;3.36;10.56;4.93;0.359;0.503;0.664;0.569;0.608;0.668;36;20.34;13.09;21.71;17.86;21.71;9.75;276.65;352.34;511.64
2703700;Jaramataia;8.81;23.08;14.07;0.221;0.386;0.552;0.381;0.441;0.532;37;31.6;12.98;57.96;10.01;55.33;4.02;85.43;124.11;219.1
2307106;Jardim;4.87;11.37;2.47;0.304;0.439;0.614;0.4;0.453;0.547;51;28.65;10.06;83.5;11.32;68.44;4.75;96.23;134.08;241.09
5005004;Jardim;6.35;12.32;8.59;0.473;0.59;0.712;0.606;0.692;0.718;30;25.12;15.73;50.32;31.96;42.49;12.37;347.94;594.62;697.92
4112504;Jardim Alegre;2.73;5.16;3.08;0.406;0.563;0.689;0.524;0.6;0.696;39;29.53;6.79;61.75;20.81;53.57;13.36;208.26;333.78;608.16
2405504;Jardim de Angicos;3.52;11.88;11.01;0.303;0.422;0.565;0.423;0.437;0.557;35;33.57;7.44;69.36;6.13;56.84;3.67;111.3;121;255.49
2405603;Jardim de Piranhas;6.47;8.04;6.53;0.387;0.46;0.603;0.516;0.537;0.59;41;26.59;11.41;47.28;11.55;37.44;5.1;197.95;226.75;314.6
2205250;Jardim do Mulato;5.91;10.85;4.63;0.247;0.427;0.593;0.325;0.428;0.532;36;35.21;15.83;63.35;12.99;54.28;5.79;60.3;114.58;219.06
2405702;Jardim do Seridó;6.54;16.36;7.56;0.416;0.571;0.663;0.505;0.585;0.647;64;34.6;10.92;45.36;31.08;34.7;15.47;185.51;304.69;447.53
4112603;Jardim Olinda;5.8;13.94;17.41;0.496;0.576;0.682;0.525;0.588;0.669;71;23.09;4.62;42.17;19.3;42.17;11.01;209.35;311.34;515.05
3525102;Jardinópolis;4.29;11.14;5.81;0.503;0.66;0.735;0.673;0.708;0.728;40;23.59;7.01;60.77;16.87;49.39;10.39;526.78;654.41;742.74
4208955;Jardinópolis;2.45;3.37;3.5;0.46;0.591;0.709;0.577;0.551;0.708;64;28.68;12.65;84.03;34.6;76.73;20.73;290.84;246.11;654.02
4311130;Jari;2.27;14.47;1.1;0.273;0.516;0.631;0.514;0.567;0.636;15;13.7;7.98;35.41;16.35;35.41;8.43;195.95;271.98;418.18
3525201;Jarinu;6.41;11.61;5.52;0.446;0.604;0.733;0.661;0.702;0.723;45;16.62;9.89;71.98;18.4;60.68;8.73;487.96;629.82;718.61
1100114;Jaru;5.04;11.26;4.57;0.352;0.514;0.689;0.534;0.626;0.687;28;24.75;17.18;55.79;20.09;52.33;7.8;221.53;392.62;575.14
5211909;Jataí;3.66;7.23;5.03;0.497;0.627;0.757;0.651;0.696;0.774;39;32.13;13;59.79;41.13;45.59;20.93;459.75;606.33;987.04
4112702;Jataizinho;6.68;9.08;5.42;0.457;0.611;0.687;0.638;0.616;0.669;45;22.97;7.49;63.02;17.01;55.56;9.45;422.67;369.95;514.94
2608008;Jataúba;3.88;7.09;4.52;0.285;0.389;0.53;0.466;0.462;0.549;44;21.99;8.83;73.36;9.71;64.83;3.3;144.96;141.82;244.26
5005103;Jateí;4.18;7.92;8.49;0.404;0.56;0.708;0.507;0.576;0.716;39;23.65;7.88;49.47;22.27;42.31;14.9;187.69;288.97;690.71
2307205;Jati;6.3;14;7.42;0.327;0.474;0.651;0.392;0.494;0.562;54;22.24;5.58;67.6;15.79;48.21;6.95;91.76;173.06;264.55
2105450;Jatobá;7.91;13.94;10.29;0.194;0.385;0.561;0.342;0.502;0.522;46;21.51;14.27;80.71;16.38;63.35;5.38;67.19;181.62;206.58
2608057;Jatobá;10.2;15.9;15.5;0.408;0.529;0.645;0.52;0.529;0.604;46;33.87;25.84;90.86;18.06;58.45;8.11;203.49;214.99;342.33
2205276;Jatobá do Piauí;1.66;5.01;2.19;0.215;0.361;0.566;0.367;0.465;0.525;42;31.07;15.04;76.32;19.24;60.59;7.76;78.53;144.86;209.21
3525300;Jaú;3.65;6.82;3.45;0.575;0.705;0.778;0.691;0.738;0.768;48;23.8;9.77;89.03;28.19;75.35;15.72;589.31;788.82;951.17
1711506;Jaú do Tocantins;2.63;6.27;1.89;0.311;0.471;0.662;0.508;0.55;0.672;29;16.44;4.56;45.78;14.73;43.68;3.98;188.22;245.49;523.53
5212006;Jaupaci;5.72;8.82;8.13;0.428;0.553;0.689;0.583;0.572;0.658;36;29.1;10.68;66.32;42.35;55.72;19.91;301.2;281.89;479.14
5105002;Jauru;6.68;18.15;4.11;0.314;0.5;0.673;0.487;0.573;0.668;28;25.75;9.75;49.7;20.3;48.8;9.65;165.34;282.25;511.39
3135407;Jeceaba;6.99;14.82;6.92;0.345;0.534;0.661;0.485;0.579;0.629;43;16.22;5.53;74.12;3.94;66.14;1.27;164.03;293.52;401.99
3135456;Jenipapo de Minas;6.16;10.34;3.71;0.272;0.445;0.624;0.411;0.504;0.588;35;21.92;10.13;55.09;10.03;50.9;5.08;103.35;184.06;309.77
2105476;Jenipapo dos Vieiras;4.41;7.55;5.48;0.17;0.335;0.49;0.325;0.436;0.445;29;38.32;23.75;43.14;8.8;32.69;3.82;60.39;120.5;127.24
3135506;Jequeri;5.71;13.59;7.23;0.323;0.469;0.601;0.463;0.526;0.607;28;23.44;7.98;51.92;17.25;46.6;8.32;142.94;210.87;348.73
2703759;Jequiá da Praia;11;23.84;14.14;0.26;0.382;0.556;0.431;0.445;0.517;38;30.28;17.73;59.94;5.35;47.63;1.47;117.17;127.56;199.39
2918001;Jequié;10.58;20.62;13.85;0.382;0.504;0.665;0.517;0.569;0.656;46;34.02;14.06;80.5;21.19;58.55;7.54;199.95;275.94;473.92
3135605;Jequitaí;9.19;20.17;10.34;0.351;0.515;0.643;0.484;0.528;0.605;38;21.55;7.24;37.45;8.45;37.45;4.3;162.73;213.76;345.53
3135704;Jequitibá;4.51;9.7;1.89;0.337;0.494;0.689;0.467;0.591;0.777;28;22.77;8.94;61.09;6.15;38.92;5.25;146.29;317.08;1007.03
3135803;Jequitinhonha;6.21;12.49;11.33;0.35;0.513;0.615;0.481;0.552;0.619;39;21.83;6.34;70.6;9.79;59.32;3.31;159.43;248.66;376.03
2918100;Jeremoabo;4.39;8.96;5.33;0.244;0.383;0.547;0.457;0.484;0.561;42;29.63;10.3;40.78;8.07;34.03;2.51;137.78;162.2;262.76
2507408;Jericó;8.41;19.56;19.86;0.331;0.452;0.603;0.428;0.496;0.577;41;33.91;25.01;73.13;24.72;69.79;9.25;115.05;174.78;290.17
3525409;Jeriquara;5.66;15.31;2.98;0.363;0.535;0.703;0.577;0.641;0.68;40;11.73;3.4;62.79;11.79;62.79;9.62;290.32;432.24;549.1
3203106;Jerônimo Monteiro;5.59;11;6.84;0.452;0.6;0.698;0.558;0.628;0.685;41;30.17;8.3;71.74;34.87;67.5;18.16;257.02;397.96;566.32
2205300;Jerumenha;12.6;19.46;16.4;0.368;0.448;0.591;0.468;0.451;0.569;48;32.53;19.63;89.28;23.89;65.93;6.47;147.02;132.56;275.19
3135902;Jesuânia;4.42;8.84;3.89;0.375;0.59;0.658;0.515;0.625;0.675;29;26.76;10.56;63.6;11.01;63.6;5.78;197.47;391.45;533.26
4112751;Jesuítas;3.18;4.15;7.63;0.46;0.626;0.705;0.539;0.646;0.68;41;26.08;12.63;83.75;31.8;66.4;16.16;229.35;445.69;551.65
5212055;Jesúpolis;2.53;8.81;2.91;0.351;0.55;0.649;0.518;0.586;0.642;21;41.88;18.09;42.96;14.64;36.55;4.97;200.93;307.34;433.41
2307254;Jijoca de Jericoacoara;5.22;10.62;6.32;0.189;0.422;0.652;0.421;0.506;0.614;53;17.95;10.14;84.47;9.23;70.77;4.17;109.78;187.01;365.46
1100122;Ji-Paraná;5.16;9.54;6.54;0.433;0.564;0.714;0.589;0.676;0.728;26;28.12;12.15;47.06;27.38;42.6;12.65;312.09;536.5;743.35
2918209;Jiquiriçá;4.17;7.6;2.62;0.283;0.426;0.553;0.419;0.506;0.558;32;32;12.61;59.68;8.03;52.81;2.25;108.54;186.22;257.95
2918308;Jitaúna;11.91;21.44;14.78;0.248;0.401;0.575;0.414;0.454;0.563;51;37.1;17.59;78.94;18.93;55.78;5.99;105.24;134.77;266.56
4209003;Joaçaba;4.1;9.16;4.88;0.635;0.741;0.827;0.714;0.757;0.823;57;40.87;17.97;77.63;65.3;69.6;35.68;680.87;891.5;1338.5
3136009;Joaíma;10.08;17.9;9.2;0.294;0.442;0.587;0.512;0.545;0.572;33;20.81;7.16;66.11;7.32;49.32;3.48;193.57;238.07;281.18
3136108;Joanésia;7.43;13.29;17.89;0.313;0.481;0.626;0.43;0.546;0.616;24;20.77;4.8;76.69;10.05;75.33;6.24;116.42;238.82;369.24
3525508;Joanópolis;3.14;8.99;4.1;0.425;0.589;0.699;0.636;0.683;0.707;50;20.65;5.42;69.64;14.99;62.84;9.04;419.48;560.38;650.99
2608107;João Alfredo;5.29;12.47;5.43;0.321;0.427;0.576;0.469;0.491;0.569;39;22.77;8.61;77.5;8.2;65.92;2.7;148.45;169.51;276.15
2405801;João Câmara;11.06;19.81;13.74;0.34;0.457;0.595;0.456;0.523;0.6;43;31.75;14.62;52.8;15.25;40.2;7.56;136.35;207.49;335.64
2205359;João Costa;6;11.43;8.73;0.151;0.311;0.561;0.34;0.425;0.51;43;40.61;13.71;50.22;18.66;44.71;7.17;66.27;112.89;191.63
2405900;João Dias;6.83;8.14;11.27;0.234;0.358;0.53;0.378;0.403;0.495;30;43.55;20.96;21.57;4.86;21.57;4.16;84.23;98.02;174.39
2918357;João Dourado;6.75;14.27;7.37;0.29;0.431;0.593;0.457;0.52;0.573;40;19.52;6.73;51.33;12.91;45.64;4.14;137.65;203.31;283.12
2105500;João Lisboa;8.04;19.36;6.24;0.299;0.454;0.641;0.441;0.511;0.585;45;35.91;23.12;75.94;17.01;50.26;7.98;124.18;192.68;303.91
3136207;João Monlevade;9.58;19.09;9.08;0.548;0.672;0.758;0.61;0.657;0.724;41;35.12;13.38;72;32.67;53.49;17.75;355.22;476.85;724.4
3203130;João Neiva;7.57;18.01;7.6;0.536;0.658;0.753;0.606;0.647;0.751;49;30.27;12.42;67.74;33.72;64.6;17.34;347.61;449.66;859.01
2507507;João Pessoa;9.57;23.69;11.39;0.551;0.644;0.763;0.659;0.71;0.77;48;42.06;22.61;81.84;48.58;58.14;23;483.07;662.85;964.82;;0.77;;969.72;;0.77;;960.51
3136306;João Pinheiro;6.54;12.25;7.45;0.419;0.581;0.697;0.564;0.624;0.683;36;30.12;14.42;67.01;27.94;55.97;15.77;267.41;387.79;562.24
3525607;João Ramalho;6.76;14.52;7.55;0.438;0.621;0.741;0.585;0.631;0.701;40;21.64;8.43;83.81;18.39;72.46;12.45;304.02;406.76;627.59
3136405;Joaquim Felício;3.01;6.59;9.54;0.326;0.525;0.637;0.464;0.576;0.642;31;21.79;1.05;73.97;5.1;69.44;3.34;143.29;287.41;433.58
2703809;Joaquim Gomes;6.65;11.66;7.83;0.223;0.349;0.531;0.399;0.44;0.509;34;24.16;9.96;48.55;6.38;40.92;2.11;95.55;123.78;190.23
2608206;Joaquim Nabuco;14.08;26.39;16.41;0.306;0.408;0.554;0.423;0.484;0.561;32;33.36;16.55;73.68;7.4;60.51;3.45;111.08;162.41;263.01
2205409;Joaquim Pires;6.08;13.17;3.87;0.224;0.364;0.522;0.369;0.442;0.485;32;29.2;10.31;37.53;7.64;36.52;4.64;79.45;124.92;163.33
4112801;Joaquim Távora;2.79;8.06;3.47;0.471;0.62;0.7;0.567;0.63;0.699;47;19.14;11.71;70.74;27.37;61.98;13.4;272.75;403.69;618.36
2205458;Joca Marques;1.42;2.56;3.26;0.125;0.307;0.504;0.326;0.419;0.501;48;28.81;13.51;41.77;5.27;31.44;1.34;60.67;108.72;181.17
4311155;Jóia;1.52;3.97;0.84;0.45;0.587;0.686;0.546;0.61;0.671;35;27.94;2.97;40.42;27.48;37.35;17.62;238.56;356.75;521.7
4209102;Joinville;4.28;7.88;4.39;0.585;0.711;0.809;0.692;0.739;0.795;43;31.59;14.31;59.24;42;49.98;21.69;592.18;796.17;1126.74;;0.8;;1157.04;;0.79;;1097.06
3136504;Jordânia;7.11;11.67;8.6;0.372;0.479;0.628;0.51;0.523;0.613;32;33.59;11.53;44.29;19.16;44.29;10;191.07;207.04;362.77
1200328;Jordão;5.79;10.2;4.1;0.17;0.222;0.469;0.333;0.331;0.499;21;58.77;46.29;17.38;12.74;15.36;0.37;63.5;62.65;178.03
4209151;José Boiteux;1.7;4.7;0.74;0.383;0.564;0.694;0.56;0.642;0.689;47;15.31;8.91;64.8;8.09;53.88;4.11;260.63;435.55;580.97
3525706;José Bonifácio;4.22;7.74;6.2;0.539;0.681;0.777;0.658;0.711;0.752;46;22.74;7.77;83.99;27.59;69.93;18.38;479.52;669.65;863.34
2406007;José da Penha;6.59;14.3;11.61;0.309;0.445;0.608;0.378;0.489;0.583;40;29.1;10.15;42.04;21.36;35.56;12.16;84.05;167.3;301.09
2205508;José de Freitas;8.95;19.16;9.17;0.273;0.402;0.618;0.397;0.479;0.591;45;38.77;21.05;90.19;16.79;67.03;7.13;94.71;157.48;316.27
3136520;José Gonçalves de Minas;7.8;11.63;9.74;0.233;0.463;0.632;0.438;0.527;0.597;41;15.58;11.63;70.53;8.65;70.53;3.26;121.88;212.9;328.27
2105609;Joselândia;3.28;7.29;3.26;0.251;0.367;0.561;0.392;0.409;0.533;36;27.1;8.86;60.8;5.65;45.98;2.44;91.81;101.84;221.23
3136579;Josenópolis;13.2;25.47;14.15;0.221;0.384;0.564;0.424;0.467;0.541;30;15.44;9.56;26.19;7.73;23.64;3.28;111.75;146.69;232.47
